toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmdec,st_pmdecerr1,st_pmdecerr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_dist,st_disterr1,st_disterr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_loggerr2,st_rad,st_raderr1,st_raderr2,toi_created,rowupdate
3937.01,367425982,PC,22h16m31.92s,334.133015,+66d51m38.06s,66.860571,-17.095,0.025,-0.025,-11.956,0.027,-0.027,2460435.856,0.000661,-0.000661,1.6923573,2.06e-05,-2.06e-05,1.9912433,0.0333127,-0.0333127,20172.9324,205.1378,-205.1378,12.7696702,0.7357958,-0.7357958,762.5979736,1340.274211,12.9577,0.006,-0.006,367.428,2.0775,-2.0775,5287.0,138.7,-138.7,4.5,0.08,-0.08,0.88876,0.0495226,-0.0495226,23/06/2021 15:24,20/09/2024 12:02
394.01,9858404,APC,03h13m59.87s,48.499479,-08d34m25.86s,-8.573851,-9.321,0.111,-0.111,-76.262,0.123,-0.123,2458411.269,0.00101,-0.00101,0.39149,2e-05,-2e-05,0.746,0.167,-0.167,578.202,2.96102,-2.96102,5.95564,0.485043,-0.485043,13030.0,2976.0,8.00006,0.006,-0.006,142.401,1.523,-1.523,6216.1,120.4,-120.4,3.73,0.43,-0.43,2.25,0.09,-0.09,24/01/2019 19:35,19/01/2022 12:03
3941.01,345697569,PC,23h45m37.7s,356.407097,+55d13m33.5s,55.225972,-6.47,0.029,-0.029,-8.78,0.023,-0.023,2459880.907,0.001411,-0.001411,2.8817718,5.7e-06,-5.7e-06,2.842,0.177,-0.177,13332.0,470.65,-470.65,14.8764,0.788703,-0.788703,854.357,1506.0,12.9307,0.01,-0.01,707.03,9.3015,-9.3015,6137.0,133.7,-133.7,4.23,0.08,-0.08,1.38,0.06,-0.06,23/06/2021 15:24,22/08/2024 10:08
3942.01,345329200,PC,23h42m54.19s,355.725774,+58d27m08.73s,58.452426,-13.571,0.027,-0.027,-10.064,0.031,-0.031,2459854.069,0.002116,-0.002116,3.1082514,0.0002286,-0.0002286,1.5649451,0.1272508,-0.1272508,5659.468688,861.41675,-861.41675,13.7608011,1.7861685,-1.7861685,1763.421658,1652.756189,12.8967,0.016,-0.016,691.327,9.443,-9.443,6413.0,155.6,-155.6,4.17,0.09,-0.09,1.5486799,0.0699498,-0.0699498,23/06/2021 15:24,07/09/2024 10:08
3943.01,343330330,PC,20h39m04.42s,309.768437,+61d27m32.62s,61.459062,-1.106,0.029,-0.029,2.516,0.028,-0.028,2459850.551,0.005166,-0.005166,5.5613023,3.93e-05,-3.93e-05,5.64,0.557,-0.557,2200.0,140.741,-140.741,10.4506,0.703996,-0.703996,713.503,1439.0,12.5714,0.022,-0.022,766.246,8.523,-8.523,5607.0,191.5,-191.5,3.72,0.09,-0.09,2.27,0.12,-0.12,23/06/2021 15:24,22/08/2024 10:08
3945.01,336824844,PC,22h19m57.68s,334.990313,+62d39m24s,62.656666,23.599,0.03,-0.03,9.87,0.026,-0.026,2459885.029,0.006284,-0.006284,4.4638411,1.81e-05,-1.81e-05,1.556,0.323,-0.323,3791.0,398.382,-398.382,9.59744,0.732904,-0.732904,78.9834,830.0,12.5917,0.027,-0.027,515.394,4.704,-4.704,5472.0,201.8,-201.8,4.11,0.09,-0.09,1.42,0.08,-0.08,23/06/2021 15:24,22/08/2024 10:08
3946.01,336399144,PC,22h16m03.31s,334.013781,+61d03m27.22s,61.05756,4.407,0.046,-0.046,-1.347,0.048,-0.048,2458972.761,0.001029,-0.001029,5.7033411,3.84e-05,-3.84e-05,3.039,0.208,-0.208,14730.0,6.52083,-6.52083,15.2151,0.791465,-0.791465,217.888,1070.0,12.475,0.019,-0.019,519.917,6.3385,-6.3385,5933.0,164.4,-164.4,4.28,0.08,-0.08,1.24,0.06,-0.06,23/06/2021 15:24,22/08/2024 10:08
3947.01,336092760,PC,22h14m54.21s,333.725864,+62d51m31.45s,62.858737,-0.039,0.032,-0.032,-4.333,0.029,-0.029,2459905.728,0.003943,-0.003943,6.7716021,3.67e-05,-3.67e-05,6.279,0.595,-0.595,4580.0,225.161,-225.161,16.5311,0.982021,-0.982021,831.07,1495.0,12.933,0.014,-0.014,1125.06,20.66,-20.66,6136.0,152.2,-152.2,3.67,0.09,-0.09,2.62,0.13,-0.13,23/06/2021 15:24,22/08/2024 10:08
3948.01,335489455,FP,22h10m32.04s,332.633491,+61d49m45.88s,61.82941,-32.736,0.03,-0.03,-21.987,0.026,-0.026,2458978.435,0.006489,-0.006489,2.1176601,7.64e-05,-7.64e-05,3.591,0.841,-0.841,2000.0,284.446,-284.446,5.16544,1.67143,-1.67143,12280.2,2932.0,12.5455,0.006,-0.006,359.83,1.891,-1.891,5814.0,152.2,-152.2,4.56,0.08,-0.08,0.89,0.04,-0.04,23/06/2021 15:24,22/08/2024 10:08
3952.01,321861405,PC,21h32m36.69s,323.15288,+67d54m43.01s,67.911948,0.769,0.041,-0.041,-2.096,0.038,-0.038,2459907.77,0.000449,-0.000449,2.9897732,2e-06,-2e-06,3.06,0.065,-0.065,12893.0,167.725,-167.725,17.6166,0.761057,-0.761057,1317.93,1678.0,11.9401,0.006,-0.006,591.367,7.296,-7.296,6786.0,332.8,-332.8,4.21,0.1,-0.1,1.57,0.07,-0.07,23/06/2021 15:24,22/08/2024 10:08
3955.01,314375831,PC,23h04m37.53s,346.156393,+56d43m53.93s,56.731648,-0.849,0.041,-0.041,-1.084,0.037,-0.037,2460396.978,0.001249,-0.001249,3.1274951,0.0002643,-0.0002643,2.5639391,0.0919203,-0.0919203,13633.91673,518.0987,-518.0987,17.6985303,0.9503285,-0.9503285,1481.461049,1582.312682,12.402,0.019,-0.019,591.045,9.4085,-9.4085,6457.0,173.2,-173.2,4.25,0.09,-0.09,1.41321,0.0663317,-0.0663317,23/06/2021 15:24,10/09/2024 10:08
3958.01,279383896,PC,23h18m44.63s,349.685957,+63d15m01.79s,63.250498,5.784,0.047,-0.047,-1.417,0.042,-0.042,2459864.071,0.004349,-0.004349,12.0031646,0.0020471,-0.0020471,5.2145528,0.2286178,-0.2286178,5497.300196,218.8319,-218.8319,10.9265063,0.6826136,-0.6826136,234.5768031,998.1389779,11.5687,0.006,-0.006,436.306,6.095,-6.095,6362.0,193.3,-193.3,4.25,0.09,-0.09,1.40388,0.0664824,-0.0664824,23/06/2021 15:24,08/09/2024 10:08
3962.01,271761420,PC,23h40m19.46s,355.081093,+62d08m12.29s,62.136748,-2.564,0.029,-0.029,-3.162,0.029,-0.029,2459879.601,0.002392,-0.002392,3.3501179,9.7e-06,-9.7e-06,1.651,0.338,-0.338,4066.0,355.111,-355.111,17.5987,1.15662,-1.15662,279.334,1138.0,12.4615,0.035,-0.035,836.639,14.7315,-14.7315,6238.0,259.6,-259.6,3.7,0.09,-0.09,2.57,0.12,-0.12,23/06/2021 15:24,22/08/2024 10:08
3963.01,271439193,PC,23h36m33.2s,354.138342,+60d31m34.35s,60.526208,-2.69,0.033,-0.033,-11.485,0.032,-0.032,2459876.941,0.006525,-0.006525,6.2329571,4.43e-05,-4.43e-05,3.043,1.003,-1.003,2367.0,4718.45,-4718.45,14.2956,4.83828,-4.83828,1245.8,1655.0,12.2996,0.037,-0.037,488.547,4.733,-4.733,6016.0,275.6,-275.6,4.1,0.09,-0.09,1.55,0.07,-0.07,23/06/2021 15:24,22/08/2024 10:08
3964.01,270435047,FA,23h27m11.27s,351.796938,+60d13m54.59s,60.231831,1.701,0.026,-0.026,-2.624,0.022,-0.022,2458979.203,0.013274,-0.013274,1.8011961,0.0001854,-0.0001854,3.23,0.861,-0.861,2280.0,14.2653,-14.2653,9.1446,0.892622,-0.892622,8355.02,2663.0,12.8114,0.023,-0.023,1153.23,21.515,-21.515,7588.0,212.0,-212.0,4.09,0.09,-0.09,1.99,0.07,-0.07,23/06/2021 15:24,22/08/2024 10:08
3965.01,269043098,PC,23h16m23s,349.095834,+64d43m18.73s,64.72187,-0.507,0.027,-0.027,-0.348,0.026,-0.026,2459903.351,0.001782,-0.001782,4.7253516,1.22e-05,-1.22e-05,5.123,0.266,-0.266,7817.0,175.797,-175.797,17.6483,0.751411,-0.751411,2045.04,1873.0,12.8051,0.014,-0.014,870.816,12.102,-12.102,7220.0,152.6,-152.6,3.98,0.08,-0.08,2.15,0.09,-0.09,23/06/2021 15:24,20/09/2024 12:02
3967.01,256867493,PC,20h06m41.56s,301.673149,+61d10m09.66s,61.169351,0.967,0.053,-0.053,-4.032,0.04,-0.04,2459817.727,0.004041,-0.004041,4.6709424,1.37e-05,-1.37e-05,0.101,0.007,-0.007,870.0,10279.2,-10279.2,21.2461,20.0333,-20.0333,2.26831,341.0,12.1661,0.007,-0.007,920.632,22.887,-22.887,7211.0,123.1,-123.1,4.14,0.09,-0.09,1.79,0.08,-0.08,23/06/2021 15:24,22/08/2024 10:08
397.01,219379012,FP,05h07m20.07s,76.833621,-48d06m57.2s,-48.115889,-29.75,0.044,-0.044,9.784,0.049,-0.049,2459168.725,0.002825,-0.002825,1.5464949,6.4e-06,-6.4e-06,1.101,0.234,-0.234,930.0,1.91113,-1.91113,3.7295,0.273399,-0.273399,438.793,1275.0,10.231,0.006,-0.006,167.009,0.6115,-0.6115,5973.5,185.9,-185.9,3.89,0.12,-0.12,1.14,0.06,-0.06,16/01/2019 19:24,09/09/2024 10:08
3972.01,284206913,PC,00h37m13.22s,9.305074,+61d12m18.35s,61.205097,147.833,0.038,-0.038,-20.892,0.038,-0.038,2459903.239,0.000386,-0.000386,10.511362,4.9e-06,-4.9e-06,3.112,0.063,-0.063,16120.0,220.649,-220.649,11.935,0.608141,-0.608141,61.3806,779.0,10.7486,0.006,-0.006,162.569,0.702,-0.702,5908.0,284.9,-284.9,4.54,0.09,-0.09,0.92,0.05,-0.05,23/06/2021 15:24,08/09/2024 10:08
3975.01,155947004,FP,15h09m13.41s,227.305873,+44d42m03.15s,44.700876,15.141,0.032,-0.032,-26.11,0.049,-0.049,2458973.712,0.001849,-0.001849,9.4258906,0.0001267,-0.0001267,2.406,0.19,-0.19,4450.0,1415.25,-1415.25,9.65497,2.8658,-2.8658,76.541,824.0,11.8993,0.006,-0.006,135.0,0.3895,-0.3895,4507.0,123.7,-123.7,4.64,0.1,-0.1,0.67,0.05,-0.05,23/06/2021 15:24,22/08/2024 10:08
3976.01,154293917,CP,14h57m25.44s,224.356008,+44d16m27.56s,44.274322,-19.913,0.032,-0.032,9.882,0.046,-0.046,2458978.134,0.000974,-0.000974,6.6080989,5.7e-05,-5.7e-05,3.928,0.183,-0.183,6740.0,1.16844,-1.16844,12.1125,0.538039,-0.538039,298.497,1157.0,11.8136,0.007,-0.007,516.087,5.8525,-5.8525,5993.0,102.9,-102.9,4.12,0.07,-0.07,1.5,0.06,-0.06,23/06/2021 15:24,22/08/2024 10:08
3977.01,116382006,PC,15h24m30.37s,231.126555,+46d41m40.26s,46.694516,19.527,0.034,-0.034,-59.225,0.044,-0.044,2459679.942,0.002489,-0.002489,23.2547644,9.41e-05,-9.41e-05,7.935,0.318,-0.318,9410.0,5.52072,-5.52072,10.7553,0.583982,-0.583982,172.212,1009.0,11.379,0.007,-0.007,221.536,0.9935,-0.9935,5627.0,124.1,-124.1,4.55,0.08,-0.08,0.88,0.04,-0.04,23/06/2021 15:24,22/08/2024 10:08
3979.01,444523623,FP,00h58m14.09s,14.558693,+61d05m58.27s,61.099519,-0.492,0.026,-0.026,-4.173,0.025,-0.025,2458979.93,0.006891,-0.006891,2.041659,0.0001213,-0.0001213,3.521,0.95,-0.95,3230.0,17.4073,-17.4073,8.90978,0.818121,-0.818121,5195.14,2365.0,12.9447,0.019,-0.019,871.833,14.29,-14.29,6806.0,179.2,-179.2,4.22,0.09,-0.09,1.56,0.07,-0.07,23/06/2021 15:24,22/08/2024 10:08
3980.01,312548829,PC,00h51m22.06s,12.841937,+59d34m33.1s,59.575861,17.157,0.04,-0.04,3.013,0.041,-0.041,2459907.83,0.001638,-0.001638,3.6089193,7.8e-06,-7.8e-06,2.255,0.628,-0.628,5318.0,6158.93,-6158.93,17.0677,5.86311,-5.86311,1247.0,1655.0,11.863,0.006,-0.006,486.721,7.9765,-7.9765,5854.0,169.2,-169.2,4.04,0.08,-0.08,1.63,0.08,-0.08,23/06/2021 15:24,22/08/2024 10:08
3981.01,312548415,FP,00h51m25.28s,12.855316,+59d24m35.67s,59.409908,1.598,0.023,-0.023,-2.099,0.025,-0.025,2458981.5,0.007903,-0.007903,2.2437501,0.0001412,-0.0001412,3.821,0.638,-0.638,2880.0,8.70425,-8.70425,10.0826,0.775679,-0.775679,5651.55,2415.0,12.9165,0.013,-0.013,1172.52,27.93,-27.93,7209.0,146.3,-146.3,4.06,0.09,-0.09,1.96,0.09,-0.09,23/06/2021 15:24,11/10/2024 12:02
3982.01,25773352,PC,23h30m13.55s,352.556471,+53d09m22.86s,53.156351,-3.06,0.025,-0.025,-2.821,0.022,-0.022,2459881.803,0.003305,-0.003305,5.3438948,2.31e-05,-2.31e-05,4.139,0.368,-0.368,6479.0,290.711,-290.711,16.9428,0.920814,-0.920814,1248.08,1655.0,12.9324,0.011,-0.011,1619.19,48.09,-48.09,7469.0,143.4,-143.4,3.95,0.08,-0.08,2.3,0.1,-0.1,23/06/2021 15:24,22/08/2024 10:08
3984.01,20182780,CP,15h05m20.92s,226.337147,+36d47m13.11s,36.786975,-48.936,0.051,-0.051,42.685,0.055,-0.055,2459715.022,0.001149,-0.001149,4.3533211,8.6e-06,-8.6e-06,1.894,0.137,-0.137,21740.0,10.4724,-10.4724,7.17236,0.270225,-0.270225,14.9972,548.0,13.4609,0.007,-0.007,108.883,0.4305,-0.4305,3422.0,157.0,-157.0,4.77,0.01,-0.01,0.46,0.01,-0.01,23/06/2021 15:24,22/08/2024 10:08
3988.01,452938965,PC,00h34m02.02s,8.508428,+58d50m39.45s,58.844293,2.964,0.038,-0.038,-6.464,0.036,-0.036,2459904.652,0.002045,-0.002045,2.8744227,7e-06,-7e-06,4.081,0.33,-0.33,5002.0,154.752,-154.752,13.3953,0.748783,-0.748783,2213.89,1910.0,12.2454,0.063,-0.063,773.366,17.554,-17.554,6334.0,394.2,-394.2,3.86,0.11,-0.11,2.17,0.11,-0.11,23/06/2021 15:24,08/09/2024 10:08
399.01,219388773,FP,05h08m11.42s,77.047577,-50d51m32.06s,-50.858906,-0.317,0.055,-0.055,-27.908,0.071,-0.071,2458412.383,0.00285,-0.00285,1.5716819,9.58e-05,-9.58e-05,1.9672248,0.1974689,-0.1974689,743.4097278,77.67882,-77.67882,4.5091786,5.6954865,-5.6954865,715.6772333,1319.164787,10.6793,0.006,-0.006,106.507,0.4305,-0.4305,4752.8,64.0,-64.0,4.37,0.12,-0.12,0.982066,0.103283,-0.103283,31/01/2019 17:54,19/09/2024 10:08
3990.01,420446142,FP,00h20m28.16s,5.117344,+63d01m53.03s,63.031396,-3.36,0.042,-0.042,-1.62,0.033,-0.033,2458980.605,0.006048,-0.006048,5.8423636,0.0002217,-0.0002217,2.416,0.419,-0.419,2280.0,6.97953,-6.97953,18.7395,1.43879,-1.43879,716.73,1441.0,11.6697,0.011,-0.011,1552.26,58.935,-58.935,8648.0,158.4,-158.4,3.6,0.08,-0.08,3.85,0.19,-0.19,23/06/2021 15:24,22/08/2024 10:08
3994.01,372505528,FP,00h24m33.65s,6.140224,+62d14m08.27s,62.235631,-8.743,0.043,-0.043,0.395,0.042,-0.042,2458977.166,0.002876,-0.002876,3.8974136,7.79e-05,-7.79e-05,2.061,0.378,-0.378,1990.0,3.21743,-3.21743,6.8757,0.423689,-0.423689,504.623,1320.0,11.0986,0.006,-0.006,400.234,5.4845,-5.4845,6827.0,188.2,-188.2,4.25,0.09,-0.09,1.51,0.07,-0.07,23/06/2021 15:24,22/08/2024 10:08
3996.01,347011522,FP,00h04m44.81s,1.186715,+54d11m48.05s,54.196681,-5.079,0.049,-0.049,-8.636,0.041,-0.041,2458973.93,0.006897,-0.006897,17.2045725,0.0008618,-0.0008618,4.987,0.656,-0.656,3770.0,1969.09,-1969.09,21.5086,8.69046,-8.69046,434.974,1272.0,12.0205,0.013,-0.013,659.762,14.4015,-14.4015,6278.0,139.0,-139.0,4.03,0.09,-0.09,1.77,0.08,-0.08,23/06/2021 15:24,22/08/2024 10:08
3997.01,327004130,PC,00h13m34.28s,3.392818,+59d53m47.52s,59.896534,-6.894,0.03,-0.03,-2.069,0.024,-0.024,2459908.199,0.001638,-0.001638,3.4600026,7.1e-06,-7.1e-06,1.827,0.566,-0.566,8214.0,8816.28,-8816.28,17.6761,5.73074,-5.73074,744.569,1455.0,12.9854,0.022,-0.022,654.004,8.166,-8.166,5997.0,191.2,-191.2,4.21,0.08,-0.08,1.37,0.07,-0.07,23/06/2021 15:24,06/10/2024 12:02
3998.01,320281287,PC,00h30m32.88s,7.636991,+56d19m53.28s,56.331467,40.387,0.042,-0.042,-3.846,0.041,-0.041,2459880.386,0.000545,-0.000545,1.81451,1.2e-06,-1.2e-06,1.746,0.129,-0.129,12864.0,488.412,-488.412,13.3431,0.755071,-0.755071,609.008,1383.0,12.1134,0.006,-0.006,399.813,5.5985,-5.5985,5696.0,148.9,-148.9,4.31,0.08,-0.08,1.17,0.06,-0.06,23/06/2021 15:24,19/09/2025 12:04
3999.01,284528889,FP,00h39m46.92s,9.945507,+62d23m36.09s,62.393358,33.535,0.045,-0.045,-8.554,0.042,-0.042,2458981.891,0.004632,-0.004632,4.112385,0.0001344,-0.0001344,3.474,0.666,-0.666,2110.0,4.81944,-4.81944,9.65749,0.752702,-0.752702,570.966,1361.0,11.6437,0.042,-0.042,525.173,8.3505,-8.3505,5659.0,262.1,-262.1,3.78,0.09,-0.09,2.14,0.12,-0.12,23/06/2021 15:24,22/08/2024 10:08
4000.01,283015592,PC,00h03m53.91s,0.974631,+64d46m34.75s,64.77632,-2.869,0.033,-0.033,-1.98,0.028,-0.028,2459879.949,0.001259,-0.001259,3.7027104,5.8e-06,-5.8e-06,3.572,0.205,-0.205,12813.0,375.469,-375.469,21.058,0.868727,-0.868727,1803.49,1815.0,12.5696,0.024,-0.024,878.067,15.691,-15.691,7493.0,216.7,-216.7,4.12,0.08,-0.08,1.9,0.07,-0.07,23/06/2021 15:24,22/08/2024 10:08
4001.01,83148519,PC,00h10m06.95s,2.528952,+64d34m21.24s,64.572568,38.466,0.046,-0.046,-7.044,0.039,-0.039,2459904.237,0.0036,-0.0036,4.8982659,2e-05,-2e-05,2.874,0.59,-0.59,2055.0,125.259,-125.259,4.84123,0.315159,-0.315159,293.004,1152.0,11.7194,0.006,-0.006,315.572,2.672,-2.672,5696.0,459.4,-459.4,4.37,0.13,-0.13,1.09,0.06,-0.06,23/06/2021 15:24,22/08/2024 10:08
4002.01,83053699,FP,00h09m20.53s,2.335558,+60d09m32.68s,60.159078,0.806,0.024,-0.024,-4.529,0.024,-0.024,2459876.382,0.003728,-0.003728,3.3378852,1.63e-05,-1.63e-05,3.261,1.312,-1.312,5564.0,1246.01,-1246.01,19.0038,2.06249,-2.06249,1878.15,1834.0,12.9214,0.009,-0.009,1083.39,21.485,-21.485,6274.0,135.0,-135.0,3.86,0.09,-0.09,2.15,0.11,-0.11,23/06/2021 15:24,22/08/2024 10:08
4003.01,399346877,PC,01h45m50.94s,26.462243,+63d55m28.98s,63.924718,6.212,0.02,-0.02,4.976,0.025,-0.025,2459718.824,0.002454,-0.002454,3.9606593,2.12e-05,-2.12e-05,3.442,0.244,-0.244,5810.0,4.01372,-4.01372,10.7218,0.560209,-0.560209,970.247,1554.0,12.9762,0.014,-0.014,626.396,6.7525,-6.7525,6647.0,146.7,-146.7,4.29,0.1,-0.1,1.4,0.06,-0.06,23/06/2021 15:25,20/09/2024 12:02
4005.01,395773226,FP,02h16m28.78s,34.119911,+76d15m11.45s,76.253181,8.866,0.043,-0.043,-49.591,0.062,-0.062,2459008.271,0.005615,-0.005615,3.8471662,0.0001144,-0.0001144,2.214,0.422,-0.422,1770.0,6.4163,-6.4163,7.48475,0.678934,-0.678934,173.747,1011.0,11.7899,0.006,-0.006,329.268,3.4895,-3.4895,5115.0,159.8,-159.8,3.91,0.09,-0.09,1.69,0.11,-0.11,23/06/2021 15:25,22/08/2024 10:08
4007.01,389910188,PC,01h34m37.36s,23.655685,+62d19m31.86s,62.325517,5.9,0.027,-0.027,-2.89,0.032,-0.032,2459901.437,0.001293,-0.001293,4.5432349,7.2e-06,-7.2e-06,3.609,0.153,-0.153,12236.0,304.737,-304.737,12.5868,0.495154,-0.495154,1563.16,1751.0,12.4705,0.006,-0.006,511.571,6.42,-6.42,7998.0,592.7,-592.7,4.6,0.1,-0.1,1.16,0.04,-0.04,23/06/2021 15:25,10/09/2024 10:08
4008.01,379629854,FP,02h17m10.53s,34.293884,+70d23m45.53s,70.39598,13.076,0.038,-0.038,-7.418,0.045,-0.045,2459008.075,0.00746,-0.00746,2.8278059,2.35e-05,-2.35e-05,2.174,0.347,-0.347,650.0,1.68872,-1.68872,4.22619,0.307616,-0.307616,885.332,1519.0,10.702,0.006,-0.006,311.774,2.6125,-2.6125,6603.0,501.3,-501.3,4.16,0.12,-0.12,1.62,0.08,-0.08,23/06/2021 15:25,22/08/2024 10:08
4009.01,368734712,PC,00h51m07.18s,12.779931,+70d56m44.92s,70.94581,8.988,0.039,-0.039,-3.905,0.035,-0.035,2459882.418,0.002157,-0.002157,4.3271416,1.67e-05,-1.67e-05,2.382,0.493,-0.493,5340.0,8.30595,-8.30595,14.5369,0.932703,-0.932703,400.919,1246.0,12.1693,0.014,-0.014,670.801,10.726,-10.726,5994.0,151.8,-151.8,3.92,0.08,-0.08,1.91,0.09,-0.09,23/06/2021 15:25,24/02/2025 12:03
401.01,259701242,FP,04h57m51.95s,74.466453,-53d49m04.61s,-53.817948,25.215,0.037,-0.037,-14.105,0.047,-0.047,2459139.773,0.00474,-0.00474,2.48548,2e-05,-2e-05,2.621,0.265,-0.265,160.0,0.219406,-0.219406,1.28248,0.0791035,-0.0791035,1105.11,1606.0,8.235,0.006,-0.006,64.4827,0.0832,-0.0832,5928.0,85.6,-85.6,4.48,0.25,-0.25,0.96,0.05,-0.05,24/01/2019 19:35,07/12/2021 16:02
4010.01,352682207,CP,01h20m51.56s,20.21482,+66d04m19.92s,66.072201,38.616,0.038,-0.038,-20.377,0.045,-0.045,2459720.202,0.001404,-0.001404,5.4146235,5.51e-05,-5.51e-05,2.9417261,0.1140096,-0.1140096,4983.075629,160.40565,-160.40565,6.6139476,0.5147521,-0.5147521,126.2342489,872.0,11.5163,0.006,-0.006,177.504,0.988,-0.988,4888.0,137.7,-137.7,4.45,0.09,-0.09,0.880213,0.0571608,-0.0571608,23/06/2021 15:25,07/09/2024 10:08
4010.02,352682207,CP,01h20m51.56s,20.21482,+66d04m19.92s,66.072201,38.616,0.038,-0.038,-20.377,0.045,-0.045,2459721.424,0.002001,-0.002001,14.7091662,0.0002341,-0.0002341,3.6278152,0.1841857,-0.1841857,5047.932631,201.932,-201.932,6.5471787,0.5916236,-0.5916236,33.3030602,612.6899904,11.5163,0.006,-0.006,177.504,0.988,-0.988,4888.0,137.7,-137.7,4.45,0.09,-0.09,0.880213,0.0571608,-0.0571608,23/06/2021 15:25,07/09/2024 10:08
4010.03,352682207,CP,01h20m51.56s,20.21482,+66d04m19.92s,66.072201,38.616,0.038,-0.038,-20.377,0.045,-0.045,2459741.039,0.00378,-0.00378,1.3483075,2.08e-05,-2.08e-05,1.7568331,0.3343317,-0.3343317,1206.353588,89.4403,-89.4403,3.1949876,1.4817452,-1.4817452,805.779628,1358.857202,11.5163,0.006,-0.006,177.504,0.988,-0.988,4888.0,137.7,-137.7,4.45,0.09,-0.09,0.880213,0.0571608,-0.0571608,08/07/2021 23:10,07/09/2024 10:08
4015.01,85429139,PC,03h33m40.8s,53.419992,+68d36m45.6s,68.612667,24.156,0.036,-0.036,-18.145,0.044,-0.044,2459738.474,0.000411,-0.000411,4.7427131,3e-06,-3e-06,3.115,0.082,-0.082,13560.0,1.01718,-1.01718,17.876,0.87203,-0.87203,320.783,1179.0,10.767,0.006,-0.006,309.161,2.854,-2.854,5947.0,150.8,-150.8,4.12,0.08,-0.08,1.51,0.07,-0.07,23/06/2021 15:25,22/08/2024 10:08
402.01,120896927,CP,02h27m28.29s,36.867885,-27d38m10.02s,-27.636117,-73.59,0.057,-0.057,-211.614,0.082,-0.082,2459139.127,0.002701,-0.002701,4.7559737,1.85e-05,-1.85e-05,2.5469696,0.2160515,-0.2160515,398.6310113,20.788399,-20.788399,1.725417,0.6993496,-0.6993496,161.7314334,909.5327855,8.3157,0.006,-0.006,44.8155,0.07055,-0.07055,5175.2,23.6172,-23.6172,4.37657,0.066896,-0.066896,0.841842,0.0418417,-0.0418417,31/01/2019 17:54,10/09/2024 10:08
402.02,120896927,CP,02h27m28.29s,36.867885,-27d38m10.02s,-27.636117,-73.59,0.057,-0.057,-211.614,0.082,-0.082,2459118.956,0.003684,-0.003684,17.1807214,4.58e-05,-4.58e-05,2.1004813,0.3203745,-0.3203745,680.1385904,39.817078,-39.817078,2.1954034,1.6291252,-1.6291252,29.1782002,592.7674866,8.3157,0.006,-0.006,44.8155,0.07055,-0.07055,5175.2,23.6172,-23.6172,4.37657,0.066896,-0.066896,0.841842,0.0418417,-0.0418417,31/01/2019 17:54,10/09/2024 10:08
4021.01,10507330,PC,01h54m37.85s,28.657722,+64d34m11.46s,64.569849,13.144,0.034,-0.034,-4.132,0.04,-0.04,2459737.996,0.002351,-0.002351,5.1175439,1.78e-05,-1.78e-05,1.483,0.394,-0.394,3090.0,8.83789,-8.83789,12.6029,0.867576,-0.867576,131.814,943.0,11.08,0.006,-0.006,488.31,6.394,-6.394,6429.0,195.1,-195.1,3.92,0.09,-0.09,2.07,0.09,-0.09,23/06/2021 15:25,23/09/2024 12:03
4027.01,427866520,PC,23h32m38.07s,353.15863,+69d25m19.71s,69.422141,14.375,0.051,-0.051,17.256,0.044,-0.044,2459907.148,0.005386,-0.005386,3.6074546,2.48e-05,-2.48e-05,2.197,0.549,-0.549,1168.0,94.108,-94.108,2.69934,0.222211,-0.222211,297.468,1156.0,11.3099,0.006,-0.006,207.243,1.0755,-1.0755,5593.0,202.1,-202.1,4.52,0.08,-0.08,0.91,0.05,-0.05,23/06/2021 15:25,22/08/2024 10:08
4029.01,393633044,PC,15h56m56.09s,239.233719,+16d58m49.03s,16.980285,-8.656,0.045,-0.045,13.937,0.039,-0.039,2459711.649,0.006225,-0.006225,5.8850401,5.22e-05,-5.22e-05,3.622,0.276,-0.276,3030.0,2.34006,-2.34006,6.61503,0.355533,-0.355533,282.509,1142.0,11.1718,0.006,-0.006,274.436,3.3085,-3.3085,5712.4,108.5,-108.5,4.3,0.07,-0.07,1.18,0.05,-0.05,23/06/2021 15:25,22/08/2024 10:08
4032.01,387603144,FP,20h52m23.65s,313.098531,+66d35m57.53s,66.599315,-6.345,0.044,-0.044,-28.165,0.043,-0.043,2459007.402,0.006778,-0.006778,2.4567112,7.92e-05,-7.92e-05,1.716,0.886,-0.886,530.0,12.2897,-12.2897,3.05136,0.467354,-0.467354,614.383,1387.0,11.0498,0.006,-0.006,296.012,2.1815,-2.1815,6223.0,125.1,-125.1,4.39,0.08,-0.08,1.16,0.05,-0.05,23/06/2021 15:26,22/08/2024 10:08
