toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmdec,st_pmdecerr1,st_pmdecerr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_dist,st_disterr1,st_disterr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_loggerr2,st_rad,st_raderr1,st_raderr2,toi_created,rowupdate
1966.01,242120884,PC,13h59m55.81s,209.982525,-43d19m38.34s,-43.327316,-39.221,0.08,-0.08,1.386,0.071,-0.071,2459334.476,0.000365,-0.000365,0.6227257,4.4e-06,-4.4e-06,1.0110042,0.0891323,-0.0891323,565.9410837,24.777515,-24.777515,6.3159749,0.4783944,-0.4783944,35846.75819,3509.394743,9.0492,0.006,-0.006,254.169,3.1755,-3.1755,6390.7,260.2,-260.2,3.83,0.44,-0.44,2.30849,0.103769,-0.103769,17/06/2020 17:40,22/07/2025 12:04
1967.01,320079492,APC,11h39m22.81s,174.845028,-65d10m34.68s,-65.176299,-133.217,0.041,-0.041,27.071,0.041,-0.041,2459307.335,0.000236,-0.000236,0.4262223,5.1e-06,-5.1e-06,0.5111692,0.0343835,-0.0343835,835.5797306,38.676094,-38.676094,4.3877473,0.9987455,-0.9987455,17154.61372,2918.871562,9.9666,0.006,-0.006,186.789,0.832,-0.832,5343.0,121.3,-121.3,4.1,0.31,-0.31,1.4990799,0.0729346,-0.0729346,17/06/2020 17:40,09/07/2025 16:00
1969.01,293708935,FP,14h49m20.06s,222.333572,-60d04m48.92s,-60.080256,-153.952,0.035,-0.035,-86.496,0.067,-0.067,2458597.351,0.003256,-0.003256,2.6855915,0.0005546,-0.0005546,2.0491187,0.3399045,-0.3399045,488.2401788,47.81683,-47.81683,3.5729712,1.3209385,-1.3209385,1856.700481,1674.191806,8.5941,0.006,-0.006,106.955,0.394,-0.394,5796.0,107.5,-107.5,4.14,0.28,-0.28,1.51715,0.176909,-0.176909,17/06/2020 17:40,29/10/2021 12:59
1970.01,162695785,PC,12h42m52.89s,190.720365,-53d41m17.89s,-53.688304,-18.984,0.075,-0.075,-0.59,0.059,-0.059,2459308.324,0.000153,-0.000153,2.5599667,1.3e-06,-1.3e-06,2.9695871,0.0200116,-0.0200116,11049.75947,62.59314,-62.59314,17.5040682,0.8922312,-0.8922312,2669.43482,1833.262183,11.0048,0.006,-0.006,421.946,12.3725,-12.3725,6432.2,218.0,-218.0,4.11,1.5,-1.5,1.56996,0.0796985,-0.0796985,17/06/2020 17:40,09/07/2025 16:00
1971.01,253132689,FP,12h59m04.75s,194.769773,-57d15m13.37s,-57.253713,-6.326,0.072,-0.072,-20.071,0.064,-0.064,2460062.383,0.001998,-0.001998,3.217824,7.4e-06,-7.4e-06,1.735,0.259,-0.259,1288.0,62.4203,-62.4203,5.84702,0.35263,-0.35263,227.191,1081.0,10.3345,0.006,-0.006,247.145,4.5195,-4.5195,5418.0,169.6,-169.6,4.17,0.56,-0.56,1.67,0.09,-0.09,17/06/2020 17:40,31/05/2023 16:02
1972.01,267414551,PC,11h44m16.86s,176.070255,-59d54m42.67s,-59.911853,-9.942,0.058,-0.058,34.037,0.054,-0.054,2458571.462,0.00734,-0.00734,4.7631,0.00115,-0.00115,1.838,0.531,-0.531,850.0,5.31129,-5.31129,4.06445,0.421733,-0.421733,184.105,1026.0,9.7472,0.006,-0.006,202.033,1.4435,-1.4435,6105.1,328.2,-328.2,4.12,0.37,-0.37,1.48,0.07,-0.07,17/06/2020 17:40,29/10/2021 12:59
1974.01,295562522,APC,11h25m30.81s,171.378387,-67d46m42.87s,-67.778575,-13.795,0.045,-0.045,12.604,0.039,-0.039,2459354.324,0.000923,-0.000923,5.438218,1.1e-05,-1.1e-05,1.675,0.277,-0.277,7830.0,73.8121,-73.8121,14.7798,1.6112,-1.6112,157.789,987.0,10.5833,0.006,-0.006,238.426,1.417,-1.417,5342.0,124.0,-124.0,4.09,0.36,-0.36,1.49,0.08,-0.08,17/06/2020 17:40,05/10/2022 10:10
198.01,12421862,CP,00h09m05.16s,2.271509,-27d07m18.28s,-27.121745,692.255,0.105,-0.105,90.142,0.066,-0.066,2458356.367,0.001528,-0.001528,10.2150168,5.24e-05,-5.24e-05,1.9683066,0.3884645,-0.3884645,994.1089045,86.780266,-86.780266,1.4777754,0.5843396,-0.5843396,7.4195034,420.9334696,9.92801,0.007,-0.007,23.7262,0.02655,-0.02655,3763.0,65.0,-65.0,4.83739,0.119367,-0.119367,0.447336,0.0133167,-0.0133167,03/11/2018 01:49,03/12/2023 12:03
1980.01,127793615,FP,14h33m04.82s,218.270079,-43d17m54.64s,-43.298512,-28.197,0.136,-0.136,-25.698,0.158,-0.158,2458604.912,0.00158,-0.00158,9.27898,0.00103,-0.00103,6.514,0.315,-0.315,9020.0,2.52091,-2.52091,15.0807,0.893189,-0.893189,1058.72,1589.0,10.9805,0.006,-0.006,343.388,12.2075,-12.2075,5898.8,138.4,-138.4,4.08,0.48,-0.48,1.45,0.08,-0.08,17/06/2020 17:40,29/10/2021 12:59
1982.01,437329044,PC,13h50m20.36s,207.584824,-23d23m00.16s,-23.383379,-29.626,0.071,-0.071,-6.568,0.061,-0.061,2459323.826,0.001163,-0.001163,17.1725007,3.7e-05,-3.7e-05,5.016,0.206,-0.206,3610.0,0.822301,-0.822301,9.89011,0.430682,-0.430682,107.942,897.0,10.1919,0.006,-0.006,266.509,2.845,-2.845,6617.0,235.2,-235.2,4.21,0.39,-0.39,1.41,0.06,-0.06,17/06/2020 17:40,24/01/2023 16:02
1983.01,89535068,FP,08h29m07.45s,127.281049,-57d11m39.15s,-57.194209,-16.422,0.052,-0.052,-22.274,0.047,-0.047,2459288.092,0.003984,-0.003984,6.1110945,0.0039656,-0.0039656,4.2566318,0.6139594,-0.6139594,1098.152672,155.97885,-155.97885,5.873208,11.9655285,-11.9655285,249.203041,1013.346762,10.3349,0.006,-0.006,162.148,0.816,-0.816,5725.0,235.6,-235.6,4.54,0.31,-0.31,1.07235,0.0504698,-0.0504698,17/06/2020 20:08,29/10/2021 12:59
1984.01,162246865,FP,11h15m29.17s,168.871533,-44d25m44.35s,-44.428987,-12.725,0.05,-0.05,-24.449,0.044,-0.044,2459331.916,0.001483,-0.001483,0.5646193,2.1e-06,-2.1e-06,1.295,0.236,-0.236,510.0,0.803011,-0.803011,3.01498,0.181048,-0.181048,8493.1,2674.0,10.361,0.006,-0.006,252.81,2.018,-2.018,6237.0,102.5,-102.5,4.24,0.41,-0.41,1.3,0.06,-0.06,17/06/2020 20:08,25/01/2023 10:10
1987.01,349088467,APC,12h21m19.65s,185.331855,-14d03m44.56s,-14.062379,-28.097,0.14,-0.14,-35.888,0.108,-0.108,2459575.311,0.000582,-0.000582,2.5861465,3.1e-06,-3.1e-06,1.299,0.23,-0.23,2510.0,4.05387,-4.05387,11.9748,0.835819,-0.835819,271.803,1131.0,9.62418,0.006,-0.006,273.491,6.227,-6.227,5635.4,95.4,-95.4,3.71,0.45,-0.45,2.33,0.13,-0.13,17/06/2020 20:08,11/03/2022 10:10
199.01,309792357,CP,05h20m25.41s,80.105873,-59d53m43.56s,-59.895433,45.702,0.037,-0.037,58.455,0.038,-0.038,2460038.977,0.000397,-0.000397,104.8729635,4.14e-05,-4.14e-05,6.554,0.174,-0.174,12183.0,167.187,-167.187,10.223,0.600463,-0.600463,2.75278,358.0,10.0391,0.006,-0.006,102.27,0.1905,-0.1905,5350.0,184.0,-184.0,4.52347,0.275691,-0.275691,0.88,0.05,-0.05,04/12/2018 21:48,03/12/2023 12:03
1990.01,457939414,FP,10h34m40.95s,158.670633,-59d44m54.54s,-59.748482,-15.942,0.046,-0.046,7.618,0.045,-0.045,2459281.711,0.004075,-0.004075,3.7899524,0.0010899,-0.0010899,5.5268401,0.2040364,-0.2040364,4345.437343,315.7013,-315.7013,11.7871267,6.0611277,-6.0611277,602.1590809,1263.419453,10.1574,0.006,-0.006,171.127,0.725,-0.725,5579.5,213.4,-213.4,4.22,2.01,-2.01,1.10456,0.0517186,-0.0517186,17/06/2020 20:08,29/10/2021 12:59
1991.01,82707763,FP,11h19m50.07s,169.958638,-51d51m57.86s,-51.866071,-45.152,0.042,-0.042,-1.157,0.045,-0.045,2460065.075,0.000357,-0.000357,6.6570835,3e-06,-3e-06,5.285,0.129,-0.129,7164.0,59.8202,-59.8202,14.8934,0.684568,-0.684568,528.884,1336.0,10.1405,0.006,-0.006,268.254,2.1125,-2.1125,5805.6,289.6,-289.6,4.13,0.32,-0.32,1.73,0.08,-0.08,17/06/2020 20:08,31/05/2023 10:10
1993.01,453464017,FP,10h09m07.24s,152.28015,-72d47m53.22s,-72.798117,-31.085,0.154,-0.154,25.233,0.164,-0.164,2459352.661,0.000209,-0.000209,3.9416903,1.6e-06,-1.6e-06,2.537,0.047,-0.047,12840.0,7.0183,-7.0183,19.6321,1.01213,-1.01213,1460.48,1722.0,10.248,0.006,-0.006,290.78,6.0225,-6.0225,6190.4,202.4,-202.4,4.15,1.67,-1.67,1.48,0.07,-0.07,17/06/2020 20:08,29/10/2021 12:59
1994.01,445903569,CP,09h48m41.9s,147.174575,-51d45m23.63s,-51.756564,-13.547,0.058,-0.058,-1.741,0.064,-0.064,2460032.219,0.000737,-0.000737,4.0337201,3.3e-06,-3.3e-06,3.48,0.138,-0.138,2868.0,43.9533,-43.9533,11.5159,0.399353,-0.399353,1910.26,1841.0,10.2396,0.006,-0.006,515.603,9.044,-9.044,7369.0,219.0,-219.0,4.27,0.65,-0.65,2.22,0.07,-0.07,17/06/2020 20:08,20/04/2025 12:03
1995.01,299023386,PC,09h33m51.93s,143.466387,-53d33m41.91s,-53.561643,-8.811,0.056,-0.056,1.488,0.054,-0.054,2459327.828,0.002366,-0.002366,3.1056464,1.47e-05,-1.47e-05,1.772,0.288,-0.288,800.0,1.51611,-1.51611,13.2277,0.741141,-0.741141,949.504,1546.0,9.8153,0.01,-0.01,873.401,25.4465,-25.4465,7804.8,128.2,-128.2,3.78,0.66,-0.66,4.44,0.15,-0.15,17/06/2020 20:08,25/01/2023 10:10
1996.01,275384718,FP,11h54m11.32s,178.547176,-46d53m48.79s,-46.896887,-27.631,0.049,-0.049,10.574,0.035,-0.035,2458576.434,0.00104,-0.00104,7.72433,0.00083,-0.00083,8.03,0.153,-0.153,7120.0,0.551711,-0.551711,20.0285,0.96118,-0.96118,1173.53,1630.0,10.2372,0.006,-0.006,422.884,5.9355,-5.9355,6249.4,386.5,-386.5,4.19,1.87,-1.87,2.32,0.11,-0.11,17/06/2020 20:08,29/10/2021 12:59
1997.01,142378043,PC,12h06m31.8s,181.632505,-31d38m44.57s,-31.645713,8.129,0.05,-0.05,-8.411,0.023,-0.023,2460038.147,0.001266,-0.001266,1.8359766,2.8e-06,-2.8e-06,1.062,0.315,-0.315,1073.0,79.2446,-79.2446,5.11603,0.349134,-0.349134,573.168,1363.0,9.8916,0.006,-0.006,254.439,2.327,-2.327,6311.5,192.6,-192.6,4.17,0.16,-0.16,1.61,0.08,-0.08,17/06/2020 20:08,11/05/2023 16:02
1998.01,429295277,FP,12h17m02.21s,184.259218,-51d04m30.55s,-51.075153,18.224,0.057,-0.057,-25.907,0.041,-0.041,2458572.208,0.00399,-0.00399,1.10833,0.00032,-0.00032,2.288,0.339,-0.339,1060.0,1.75155,-1.75155,4.58274,0.286178,-0.286178,4415.23,2270.0,10.186,0.006,-0.006,218.438,2.131,-2.131,5972.0,208.3,-208.3,4.08,0.17,-0.17,1.4,0.06,-0.06,17/06/2020 20:08,29/10/2021 12:59
2000.01,371188886,CP,09h45m35.3s,146.397063,-66d41m11.87s,-66.686631,-73.323,0.045,-0.045,12.578,0.049,-0.049,2460086.661,0.000664,-0.000664,9.1270519,6.4e-06,-6.4e-06,3.549,0.722,-0.722,4568.0,108.143,-108.143,8.34235,0.436191,-0.436191,147.466,970.0,10.3579,0.006,-0.006,175.713,0.757,-0.757,5400.0,283.3,-283.3,4.43,0.31,-0.31,1.18,0.06,-0.06,17/06/2020 20:08,24/09/2025 16:00
2000.02,371188886,CP,09h45m35.3s,146.397063,-66d41m11.87s,-66.686631,-73.323,0.045,-0.045,12.578,0.049,-0.049,2460038.82,0.005565,-0.005565,3.098367,1.53e-05,-1.53e-05,1.963,0.556,-0.556,496.0,40.9804,-40.9804,2.47118,0.187677,-0.187677,328.067,1185.0,10.3579,0.006,-0.006,175.713,0.757,-0.757,5400.0,283.3,-283.3,4.43,0.31,-0.31,1.18,0.06,-0.06,24/03/2022 22:19,03/12/2023 12:03
2001.01,118084044,PC,08h32m43.53s,128.181355,-58d34m31.84s,-58.575511,-2.261,0.128,-0.128,3.211,0.115,-0.115,2459256.141,0.000718,-0.000718,2.7435213,4.2e-06,-4.2e-06,1.8047048,0.0618353,-0.0618353,1518.901285,84.0957,-84.0957,22.0496668,6.7674932,-6.7674932,22630.15531,3128.179266,8.9578,0.006,-0.006,500.027,15.6525,-15.6525,7896.3,247.0,-247.0,3.6,0.52,-0.52,3.9611499,0.166342,-0.166342,17/06/2020 20:08,09/07/2025 16:00
2002.01,356453768,FP,08h56m45.65s,134.190203,-61d22m17.26s,-61.371461,-70.24,0.051,-0.051,0.73,0.051,-0.051,2460011.151,0.001455,-0.001455,2.3330349,3.6e-06,-3.6e-06,3.005,0.905,-0.905,2795.0,4627.01,-4627.01,15.6213,4.39727,-4.39727,12107.6,2951.0,10.4879,0.006,-0.006,296.179,2.3585,-2.3585,5986.5,131.0,-131.0,4.32,0.44,-0.44,1.56,0.07,-0.07,17/06/2020 20:08,27/03/2023 10:10
2004.01,439610306,FP,09h33m52.07s,143.46695,-55d10m32.75s,-55.175763,-12.167,0.048,-0.048,3.727,0.049,-0.049,2458545.266,0.01211,-0.01211,1.79988,0.00056,-0.00056,3.518,0.564,-0.564,180.0,0.452551,-0.452551,3.32197,0.225957,-0.225957,6540.68,2505.0,9.0607,0.006,-0.006,258.885,1.9515,-1.9515,6136.9,97.0,-97.0,3.85,0.42,-0.42,2.46,0.1,-0.1,17/06/2020 20:08,29/10/2021 12:59
2005.01,147660886,PC,10h56m07.6s,164.031654,-43d22m36.11s,-43.376697,-25.251,0.051,-0.051,8.208,0.05,-0.05,2459293.998,0.011658,-0.011658,17.3057923,0.0002883,-0.0002883,4.1729767,0.3421984,-0.3421984,2807.066874,100.74734,-100.74734,12.4978402,0.986715,-0.986715,525.9409472,1221.388975,9.4916,0.006,-0.006,328.475,3.667,-3.667,6995.5,239.3,-239.3,4.1,0.46,-0.46,2.2275901,0.084603,-0.084603,17/06/2020 20:08,09/07/2025 16:00
2008.01,70887357,FP,04h15m25.83s,63.857632,-16d54m07.72s,-16.902144,47.551,0.054,-0.054,-30.747,0.053,-0.053,2458454.333,0.001777,-0.001777,723.8345008,0.0025789,-0.0025789,7.382946,0.1210206,-0.1210206,3119.298369,64.100075,-64.100075,13.1361697,0.7173174,-0.7173174,1.3572621,275.2869842,8.64807,0.006,-0.006,139.212,0.7375,-0.7375,5463.0,186.0,-186.0,3.77778,0.281727,-0.281727,1.94771,0.102432,-0.102432,17/06/2020 20:19,18/09/2024 10:08
2009.01,243187830,PC,01h07m37.99s,16.908292,+22d57m10.32s,22.952868,103.07,0.111,-0.111,-490.315,0.107,-0.107,2458783.769,0.003984,-0.003984,1071.089845,0.0003717,-0.0003717,2.1734134,0.46977,-0.46977,865.169438,59.917755,-59.917755,2.2407785,0.91658,-0.91658,1.3880259,276.8338183,7.3551,0.006,-0.006,20.5272,0.0294,-0.0294,4755.33,99.563,-99.563,4.62683,0.0808477,-0.0808477,0.701499,0.0400754,-0.0400754,17/06/2020 20:19,04/11/2023 12:02
201.01,350618622,CP,05h49m36.43s,87.401782,-54d54m37.52s,-54.910423,7.731,0.052,-0.052,66.448,0.058,-0.058,2460177.325,0.002001,-0.002001,52.9781419,1.38e-05,-1.38e-05,4.7965246,0.0170034,-0.0170034,6347.269096,24.65142,-24.65142,11.4471492,0.5471959,-0.5471959,30.2653161,598.2132842,8.5822,0.006,-0.006,113.825,0.346,-0.346,6461.8,83.0,-83.0,4.35,0.16,-0.16,1.33031,0.0634748,-0.0634748,07/05/2019 17:42,02/11/2023 12:02
201.02,350618622,PC,05h49m36.43s,87.401782,-54d54m37.52s,-54.910423,7.731,0.052,-0.052,66.448,0.058,-0.058,2460175.602,0.00762,-0.00762,5.8492379,3.93e-05,-3.93e-05,3.257,0.232,-0.232,109.0,5.7467,-5.7467,1.18919,0.0767895,-0.0767895,389.669,1237.0,8.5822,0.006,-0.006,113.825,0.346,-0.346,6461.8,83.0,-83.0,4.35,0.16,-0.16,1.33,0.06,-0.06,11/03/2020 15:13,15/11/2023 16:02
2010.01,26547036,CP,19h28m40.07s,292.166942,+53d29m14.53s,53.487369,40.519,0.067,-0.067,11.106,0.066,-0.066,2459846.977,0.006372,-0.006372,1134.672396,5.09e-05,-5.09e-05,8.6844623,0.0417976,-0.0417976,11679.21595,82.38331,-82.38331,11.7582195,0.5836612,-0.5836612,8.6347102,437.2015486,9.26693,0.006,-0.006,109.19,0.321,-0.321,5842.0,129.228,-129.228,4.39929,0.0793101,-0.0793101,1.0735199,0.0529397,-0.0529397,17/06/2020 20:19,11/01/2025 12:03
2011.01,136916387,KP,15h21m45.63s,230.440115,-48d19m07.74s,-48.318817,-1624.05,0.169,-0.169,-276.024,0.133,-0.133,2458631.768,0.001185,-0.001185,11.5778362,1.84e-05,-1.84e-05,3.8772499,0.2974425,-0.2974425,217.3994918,11.614346,-11.614346,1.5422129,0.716135,-0.716135,99.9013415,806.3295569,5.0494,0.006,-0.006,14.682,0.01985,-0.01985,5739.0,25.0,-25.0,4.51,0.028,-0.028,1.02607,0.0451056,-0.0451056,17/06/2020 20:50,31/01/2024 16:02
2011.02,136916387,KP,15h21m45.63s,230.440115,-48d19m07.74s,-48.318817,-1624.05,0.169,-0.169,-276.024,0.133,-0.133,2458650.898,0.000892,-0.000892,27.5920718,2.66e-05,-2.66e-05,3.2743016,0.0902935,-0.0902935,555.3352929,14.799067,-14.799067,2.7050278,0.1508972,-0.1508972,31.3830711,603.6616824,5.0494,0.006,-0.006,14.682,0.01985,-0.01985,5739.0,25.0,-25.0,4.51,0.028,-0.028,1.02607,0.0451056,-0.0451056,20/04/2022 20:30,31/01/2024 16:02
2012.01,138294130,KP,15h19m57.89s,229.99122,+36d13m46.36s,36.229545,-21.661,0.035,-0.035,-24.25,0.058,-0.058,2459716.992,0.000386,-0.000386,3.0565259,2.6e-06,-2.6e-06,4.145,0.074,-0.074,8800.0,0.371658,-0.371658,15.1633,0.70524,-0.70524,1438.0,1715.0,10.6506,0.006,-0.006,320.451,2.827,-2.827,5981.0,117.3,-117.3,4.07,0.08,-0.08,1.6,0.07,-0.07,19/06/2020 06:00,02/09/2022 16:02
2013.01,188589164,CP,15h58m18.62s,239.577568,+35d24m29.21s,35.408114,-143.277,0.066,-0.066,318.219,0.082,-0.082,2458956.396,0.001354,-0.001354,2.6162769,0.0001133,-0.0001133,1.134893,0.3921926,-0.3921926,1120.601418,90.019485,-90.019485,1.0972867,1.1053865,-1.1053865,19.1060128,533.2271643,10.2705,0.007,-0.007,15.8095,0.00955,-0.00955,3352.0,157.0,-157.0,4.8984,0.0027683,-0.0027683,0.325635,0.0097184,-0.0097184,19/06/2020 06:00,03/10/2024 10:08
2014.01,198588220,KP,17h06m26.57s,256.610728,+44d46m36.79s,44.776885,9.436,0.042,-0.042,-18.185,0.046,-0.046,2460497.317,0.006122,-0.006122,4.8099755,5.45e-05,-5.45e-05,6.696,0.056,-0.056,6965.0,31.0115,-31.0115,22.6223,1.00294,-1.00294,2029.17,1869.0,9.63331,0.006,-0.006,371.686,3.53,-3.53,6417.0,122.6,-122.6,3.7,0.09,-0.09,2.65,0.12,-0.12,19/06/2020 06:00,04/09/2024 10:08
2015.01,368287008,CP,15h28m31.84s,232.132653,+27d21m39.86s,27.361073,-56.166,0.066,-0.066,63.966,0.067,-0.067,2459712.929,0.002923,-0.002923,3.3491408,1.6e-05,-1.6e-05,1.207,0.25,-0.25,7210.0,4050.29,-4050.29,5.37673,2.27494,-2.27494,31.0153,657.0,12.8387,0.007,-0.007,47.3444,0.11295,-0.11295,3223.0,157.0,-157.0,4.89993,0.0029444,-0.0029444,0.32,0.01,-0.01,19/06/2020 06:00,20/04/2025 12:03
2016.01,219508169,PC,16h27m11.34s,246.797267,+42d41m15.96s,42.687767,-43.304,0.043,-0.043,68.696,0.058,-0.058,2460470.799,0.002025,-0.002025,6.8161105,1.52e-05,-1.52e-05,2.718,0.36,-0.36,1377.0,58.8145,-58.8145,2.98458,0.200667,-0.200667,86.7877,850.0,10.408,0.006,-0.006,115.834,0.352,-0.352,5175.0,128.9,-128.9,4.54,0.09,-0.09,0.84,0.05,-0.05,11/09/2020 18:37,04/06/2025 10:08
2016.02,219508169,PC,16h27m11.34s,246.797267,+42d41m15.96s,42.687767,-43.304,0.043,-0.043,68.696,0.058,-0.058,2460477.432,0.001562,-0.001562,2.4590369,4.1e-06,-4.1e-06,1.862,0.185,-0.185,1179.0,50.3274,-50.3274,2.74738,0.185035,-0.185035,301.374,1160.0,10.408,0.006,-0.006,115.834,0.352,-0.352,5175.0,128.9,-128.9,4.54,0.09,-0.09,0.84,0.05,-0.05,19/06/2020 06:00,01/09/2024 12:02
2016.03,219508169,PC,16h27m11.34s,246.797267,+42d41m15.96s,42.687767,-43.304,0.043,-0.043,68.696,0.058,-0.058,2459735.446,0.007085,-0.007085,25.3369848,0.0005021,-0.0005021,3.214,1.161,-1.161,1330.0,18.1536,-18.1536,3.23582,0.439412,-0.439412,25.3267,624.0,10.408,0.006,-0.006,115.834,0.352,-0.352,5175.0,128.9,-128.9,4.54,0.09,-0.09,0.84,0.05,-0.05,28/07/2022 21:43,29/07/2022 12:02
2018.01,357501308,CP,15h19m20.99s,229.837442,+29d12m28.36s,29.207877,-141.096,0.031,-0.031,395.502,0.036,-0.036,2458958.258,0.000728,-0.000728,7.4355709,1.57e-05,-1.57e-05,2.3450321,0.2092936,-0.2092936,1310.680316,65.53177,-65.53177,2.2761564,0.6408871,-0.6408871,26.0757607,576.3403106,8.962,0.006,-0.006,27.9956,0.02135,-0.02135,4218.9,162.8,-162.8,4.67,0.13,-0.13,0.622512,0.0766281,-0.0766281,19/06/2020 06:00,01/10/2024 10:08
2019.01,159781361,CP,15h37m43.62s,234.431765,+48d57m18.74s,48.955206,12.352,0.033,-0.033,-46.466,0.048,-0.048,2460431.584,0.007257,-0.007257,15.3468182,0.000101,-0.000101,6.425,0.609,-0.609,665.0,31.0605,-31.0605,3.99579,0.250903,-0.250903,126.052,933.0,9.6087,0.006,-0.006,198.007,0.82,-0.82,5588.0,124.973,-124.973,3.92293,0.0807668,-0.0807668,1.8,0.09,-0.09,19/06/2020 06:00,15/08/2024 10:08
2020.01,39903405,KP,16h20m36.34s,245.151432,+41d02m52.66s,41.04796,-10.312,0.041,-0.041,-29.198,0.052,-0.052,2460477.276,0.000141,-0.000141,5.633477,1e-06,-1e-06,4.132,0.081,-0.081,5651.0,22.2349,-22.2349,13.2583,0.519371,-0.519371,588.518,1372.0,8.27468,0.006,-0.006,127.774,0.424,-0.424,6412.8,106.4,-106.4,4.09,0.08,-0.08,1.7,0.07,-0.07,19/06/2020 06:00,29/08/2024 10:08
2021.01,236312126,KP,16h02m11.83s,240.549275,+28d10m10.65s,28.169625,-17.422,0.034,-0.034,14.82,0.043,-0.043,2459713.292,0.000309,-0.000309,3.9415041,1.9e-06,-1.9e-06,2.866,0.057,-0.057,21330.0,0.712596,-0.712596,13.8352,0.594068,-0.594068,321.85,1179.0,10.5484,0.006,-0.006,163.553,0.6195,-0.6195,5729.0,103.1,-103.1,4.52,0.07,-0.07,0.92,0.04,-0.04,19/06/2020 06:00,02/09/2022 16:02
2022.01,11996814,FP,02h04m40.93s,31.17055,+65d17m21.59s,65.289331,-26.036,0.04,-0.04,24.771,0.049,-0.049,2458790.849,0.00067,-0.00067,0.4487349,2.8e-06,-2.8e-06,2.8757897,0.0967836,-0.0967836,3572.032803,106.911674,-106.911674,5.8054498,1.7503514,-1.7503514,928.877466,1408.021727,11.6484,0.007,-0.007,89.3047,0.23835,-0.23835,3975.0,157.0,-157.0,4.62844,0.0110764,-0.0110764,0.627144,0.0183442,-0.0183442,19/06/2020 06:00,29/10/2021 12:59
2023.01,16884216,APC,15h31m27.2s,232.863345,+33d54m09.06s,33.902516,42.582,0.036,-0.036,112.198,0.047,-0.047,2458964.129,0.003645,-0.003645,11.1900486,0.0049587,-0.0049587,2.9741507,0.5782486,-0.5782486,567.7989939,77.54692,-77.54692,1.6608182,1.7278615,-1.7278615,31.192573,602.7435196,8.5049,0.006,-0.006,36.9284,0.034,-0.034,4958.0,122.161,-122.161,4.66667,0.0900016,-0.0900016,0.695992,0.0442211,-0.0442211,19/06/2020 06:00,23/06/2024 12:02
2024.01,255930614,KP,16h30m29.52s,247.622983,+38d20m51.13s,38.347535,-77.899,0.048,-0.048,52.564,0.056,-0.056,2460476.023,0.001062,-0.001062,2.8758831,1.08e-05,-1.08e-05,3.14,0.074,-0.074,3152.0,99.4912,-99.4912,8.33267,0.442252,-0.442252,1095.91,1602.0,7.6262,0.006,-0.006,75.8643,0.17365,-0.17365,6084.0,139.9,-139.9,4.17,0.09,-0.09,1.46,0.07,-0.07,19/06/2020 06:00,29/08/2024 10:08
2025.01,394050135,CP,18h51m10.86s,282.795256,+82d14m43.49s,82.245414,2.791,0.036,-0.036,-4.521,0.045,-0.045,2459754.94,0.000566,-0.000566,8.8720542,1.15e-05,-1.15e-05,3.6593396,0.0396899,-0.0396899,6144.296801,58.206493,-58.206493,11.9849813,0.5755136,-0.5755136,343.7177625,1098.17169,10.9461,0.006,-0.006,335.985,2.417,-2.417,6042.0,136.0,-136.0,4.15,0.08,-0.08,1.47996,0.06901,-0.06901,19/06/2020 07:20,16/06/2023 12:02
2026.01,407059875,PC,00h21m52.69s,5.469534,+66d10m05.23s,66.168119,-47.349,0.046,-0.046,-11.911,0.038,-0.038,2459904.709,0.003743,-0.003743,7.1925327,3.5e-05,-3.5e-05,2.551,0.911,-0.911,1180.0,117.064,-117.064,2.5719,0.226756,-0.226756,75.7071,821.0,10.5782,0.006,-0.006,108.076,0.3155,-0.3155,5050.0,146.8,-146.8,4.59,0.09,-0.09,0.77,0.05,-0.05,19/06/2020 07:20,01/09/2024 12:02
2027.01,335996558,FP,22h13m19.66s,333.331904,+62d51m26.59s,62.857385,4.812,0.093,-0.093,1.212,0.081,-0.081,2458739.508,0.00259,-0.00259,1.46329,2e-05,-2e-05,2.431,0.355,-0.355,750.0,1.03585,-1.03585,3.54656,0.217751,-0.217751,3541.21,2149.0,10.5027,0.006,-0.006,238.061,2.459,-2.459,6168.0,232.5,-232.5,4.29,0.1,-0.1,1.28,0.06,-0.06,19/06/2020 07:20,29/10/2021 12:59
2028.01,336456596,FP,22h17m44.26s,334.434433,+62d27m54.03s,62.465008,4.431,0.042,-0.042,0.9,0.039,-0.039,2458739.63,0.00288,-0.00288,0.77871,1e-05,-1e-05,1.458,0.192,-0.192,670.0,0.957405,-0.957405,6.16036,0.315609,-0.315609,10057.7,2789.0,10.9141,0.041,-0.041,609.996,8.9055,-8.9055,7751.0,349.7,-349.7,4.0,0.09,-0.09,2.25,0.07,-0.07,19/06/2020 07:20,29/10/2021 12:59
