st_teff,dec,pl_rade,pl_eqt,type,Status,pl_insol,st_rad,st_tmag,pl_orbper,ra,st_logg
3022.0,84.900824,0.9131404,460.9675388,TESS,CP,10.6709326,0.242745,12.2591,2.2891027,65.061496,4.99625
5910.35,39.636553,3.1263063,1017.940707,TESS,PC,253.7528508,1.13489,10.1338,7.1566025,226.46964,4.35957
3872.0,77.126216,1.1974247,890.3162916,TESS,FA,148.490368,0.548484,11.9521,1.4206036,264.147896,4.69525
3872.0,77.126216,1.42162,682.0,TESS,PC,35.9524,0.55,11.9521,2.8411415,264.147896,4.69525
3872.0,77.126216,1.8465904,458.4764117,TESS,PC,10.4421274,0.548484,11.9521,10.4029111,264.147896,4.69525
2808.0,-16.691464,2.432614,187.3235245,TESS,FA,0.2909982,0.128,13.8409,,356.527357,5.20628
6380.43,61.368246,2.7599934,389.8310122,TESS,PC,5.4579122,1.61077,7.7293,,244.382265,4.1278
6180.0,70.071943,29.1697,642.0,TESS,APC,28.3073,1.68,11.8248,26.5456672,296.710289,4.06
6258.0,68.384119,5.1519952,967.3721204,TESS,APC,206.9642192,2.63025,8.1526,32.8236817,359.853101,3.68336
6495.0,79.74934,2.1305645,582.409103,TESS,PC,27.1915284,1.15083,8.75584,46.5710978,81.240221,4.43957
3943.0,40.541412,1.8334769,771.4561825,TESS,CP,83.7078249,0.63072,10.3543,2.6796164,277.459311,4.62547
3943.0,40.541412,1.44009,1104.0,TESS,PC,247.175,0.63,10.3543,1.1188024,277.459311,4.62547
4863.0,69.017531,2.3244125,494.4464236,TESS,PC,14.1253091,0.712388,11.4208,20.1546939,234.512299,4.63136
5482.02,58.214352,1.9249103,383.3506039,TESS,PC,5.1039406,0.877042,8.9072,76.8663962,261.836763,4.5343
6358.0,80.658462,3.3789105,644.2621741,TESS,PC,40.7166029,2.43663,7.98614,,273.497311,3.76624
3412.0,56.236779,1.87124,704.0,TESS,PC,40.7842,0.32,12.4199,1.4663344,289.513338,4.9014
4962.0,45.386283,2.34132,1160.0,TESS,PC,301.599,0.79,10.2455,3.1434463,255.245795,4.55115
5738.0,-30.013038,13.7470239,1432.368781,TESS,KP,994.8105653,1.18274,13.2576,2.6865041,358.558844,4.23836
6175.0,45.936445,9.1300283,1375.454475,TESS,PC,845.8744041,3.7007,8.44143,18.6016754,254.588507,3.37301
6683.0,66.971432,2.8961818,520.2849849,TESS,PC,17.3175389,1.52592,9.13648,210.668358,294.390164,4.22146
7020.0,74.78231,2.8228669,1203.199203,TESS,PC,495.3032121,1.84505,9.29735,12.5520766,294.376052,4.09526
3621.0,63.524496,0.5525072,1245.494085,TESS,FA,568.7058283,0.520283,11.2076,0.4018586,248.333273,4.7197
6109.0,47.316983,2.38733,1186.0,TESS,FP,328.783,1.21,9.88372,4.9707023,252.471891,4.33438
3546.0,58.706093,1.5781136,287.0767134,TESS,CP,1.6051398,0.460014,11.3078,27.2672016,332.563264,4.77262
6863.0,72.538317,3.7472354,434.6883098,TESS,PC,8.4378703,1.4648,9.85236,179.4031712,292.823315,4.27882
6037.0,85.895391,1.7481305,898.9288685,TESS,PC,154.3200348,1.20105,8.5709,11.8120707,222.75079,4.32817
4066.0,60.086043,2.7931797,518.7006367,TESS,PC,17.1075621,0.605243,12.709,8.9172211,251.11918,4.67766
5717.0,39.73025,3.3507179,453.9864688,TESS,PC,10.0390505,1.0149601,10.0011,63.39545,255.097557,4.43377
5100.0,-35.998465,10.9257115,1085.525393,TESS,KP,328.1564535,0.874706,11.5005,3.1260778,5.237757,4.4651
3863.0,68.640531,1.1988782,1386.598594,TESS,PC,873.6229278,0.566304,11.1079,0.3862197,321.599582,4.67991
3869.0,65.871559,1.977596,451.5202868,TESS,PC,9.8226818,0.475701,11.9959,9.405877,304.299053,4.75875
5781.0,65.153844,2.4422,894.0,TESS,PC,106.205,1.0,10.8746,7.0767314,304.266636,4.45679
3668.0,70.404076,2.1199939,503.4234887,TESS,PC,15.1794104,0.499376,11.814,6.0683318,115.593377,4.73795
6424.0,54.640427,3.6888424,314.1604363,TESS,PC,2.3021148,1.27808,9.78288,340.3877311,288.108567,4.33722
5660.0,50.492466,7.64759,709.0,TESS,PC,42.0912,1.47,9.00772,60.06632,281.576196,4.10485
5373.01,55.872814,1.8388146,315.0609123,TESS,PC,2.3286226,0.90717,10.4431,139.2632286,266.931576,4.49164
4836.0,76.449587,1.9509885,504.6753756,TESS,PC,15.3309639,0.794435,11.6702,22.048775,250.739892,4.53282
4239.0,74.466535,2.8951165,212.0685941,TESS,PC,0.4779984,0.659937,11.1919,,274.512058,4.61861
5780.0,79.755949,4.5170453,297.6939099,TESS,FA,1.8560976,0.699973,9.863,165.0031583,286.227961,4.56973
6467.0,-36.945639,3.929267,1032.148032,TESS,FA,268.2186408,1.57943,8.7435,13.340145,346.319169,4.16063
5607.0,68.883354,3.2987328,933.2585799,TESS,PC,179.2788125,0.796892,11.8231,4.8566656,297.416187,4.63178
5607.0,68.883354,5.7063938,634.6510571,TESS,PC,38.3407878,0.796892,11.8231,15.4432661,297.416187,4.63178
5607.0,68.883354,7.6712645,179.478432,TESS,PC,0.245228,0.796892,11.8231,,297.416187,4.63178
6187.0,51.468846,4.01623,2872.0,TESS,PC,11299.9,1.61,8.36872,6.0541622,228.568622,4.09624
5228.0,-52.536671,9.8603222,1480.129192,TESS,APC,1134.277973,0.928507,11.0075,1.3103832,336.279186,4.45189
6454.0,-53.832813,12.2917419,2797.511733,TESS,FP,14474.6699,1.69458,11.8199,0.7196291,348.296702,4.3
6223.0,-30.608282,3.9938238,1001.354025,TESS,PC,237.6137635,1.2331001,10.2356,9.4070515,339.436261,4.33525
5382.0,-66.339155,15.2109193,1958.306535,TESS,APC,3475.711291,1.1659,12.8483,0.918902,29.608056,4.4
5535.6,-44.375271,13.2344892,1302.350213,TESS,PC,679.8798081,1.10305,13.3456,2.9905745,324.800775,4.4
5465.0,-29.148589,14.1985341,1444.202267,TESS,PC,1028.09463,1.285,12.2294,2.6820061,330.135944,4.4
6373.5,-64.722442,13.9784675,1418.910138,TESS,PC,957.9449856,1.3337801,12.2397,3.86866,8.980505,4.2
6276.1,-68.57012,4.03042,822.6676779,TESS,PC,108.2477155,1.37617,10.0596,20.2656358,2.944822,4.25063
5375.0,-22.674125,12.7400071,1036.74337,TESS,KP,273.0272959,0.817705,11.4779,3.3610013,348.157128,4.49371
5266.7,-60.467252,13.6531,1186.0,TESS,PC,328.976,1.18,12.9565,2.9432073,61.524005,
5289.4,-20.032514,9.012542,1350.266481,TESS,APC,785.5954321,0.885125,12.0892,1.5933772,326.272747,4.5
5590.5,-46.295257,,1238.723566,TESS,PC,556.4403323,,12.526,3.1856867,327.617657,4.4
5816.0,-78.746529,,1474.056738,TESS,PC,1115.778022,,11.449,1.8905304,354.816867,4.3
6093.1,-52.175942,11.9220549,934.5436034,TESS,PC,180.2682649,1.55033,11.7493,15.937546,350.869745,4.1
5941.2,-27.554409,9.984491,1826.337168,TESS,APC,2629.328398,1.1648901,11.0675,1.440707,320.524083,4.3
6764.0,-30.763927,19.2443952,1515.409487,TESS,FP,1246.352843,1.25844,12.0516,3.0958985,335.53692,4.3
5635.75,51.529396,11.625865,676.5210666,TESS,FP,49.504685,1.43565,11.8831,,255.328342,4.12397
4968.0,40.369465,6.5071192,444.0780191,TESS,APC,9.1909015,0.844548,8.6512,,262.589332,4.438
6329.0,20.491524,4.1844083,253.0759438,TESS,CP,0.9694479,1.39619,8.40302,,253.784885,4.24509
6329.0,20.491524,3.207554,1003.106462,TESS,KP,239.281495,1.39619,8.40302,11.6207544,253.784885,4.24509
5436.0,-42.061779,14.8542602,1497.547744,TESS,KP,1188.621855,0.894974,11.8295,1.3382314,353.562915,4.46024
5879.0,56.399869,18.0,769.2502648,TESS,FP,82.7545001,1.23623,9.85317,,247.657124,4.28122
5645.84,16.54934,2.90826,101.0,TESS,PC,0.0174179,0.97,9.84325,716.3497402,196.736409,4.46148
4465.0,-71.001967,1.9090249,458.0310383,TESS,CP,10.4016117,0.697547,10.0534,20.2254946,116.973103,4.6
4465.0,-71.001967,1.02968,581.0,TESS,CP,18.9311,0.7,10.0534,11.3071786,116.973103,4.6
5522.0,-76.636896,3.78687,1363.0,TESS,FP,574.294,1.64,10.3338,0.98656,352.192845,3.99
6413.0,-23.16505,2.62395,3265.0,TESS,PC,18869.1,1.5,9.14425,1.0361758,337.887071,4.2
6580.0,-36.287777,8.95578,1415.0,TESS,APC,667.336,1.62,9.5103,4.26991,343.544632,4.16
,-40.174352,,,TESS,PC,,,9.456,58.9970907,350.491313,
6115.0,-73.075713,3.1369358,406.5961278,TESS,PC,6.459129,0.957772,9.4088,82.7899763,103.422149,4.5616
5302.3,-81.247376,10.1067,589.0,TESS,CP,20.0982,0.93,11.584,17.1019622,31.690742,4.4
5424.0,-52.338502,10.7773,925.0,TESS,PC,121.853,1.33,11.7944,6.5346715,94.278691,3.35
3644.0,-18.912445,2.0205499,361.1637726,TESS,PC,4.0210338,0.380272,11.3018,11.6700285,343.708612,4.79912
3644.0,-18.912445,1.7056002,424.2232195,TESS,PC,7.6541813,0.380272,11.3018,7.2011383,343.708612,4.79912
5960.4,-41.689518,11.6656,1586.0,TESS,KP,1052.08,1.26,11.8699,2.2088214,172.858645,4.27
3798.0,-32.99244,7.48939,919.0,TESS,PC,118.46,0.57,13.3666,4.7150942,62.671535,4.67
5596.2,-15.30808,11.9137,964.0,TESS,PC,143.814,1.0,12.2015,7.4972297,139.741548,4.43
6115.0,-60.061476,8.78678,1067.0,TESS,PC,215.552,1.83,12.3462,14.2197641,54.221383,3.97
5556.0,-48.107918,10.9403,875.0,TESS,PC,97.3629,1.7,12.1385,7.9980831,49.154193,3.97
6004.9,-40.453518,6.15666,1350.0,TESS,APC,551.777,1.12,12.1323,1.4492052,50.826623,4.39
6458.0,-33.69246,10.7188,1340.0,TESS,CP,536.15,1.83,10.1757,7.7119842,230.230416,4.03
4784.0,60.853904,11.5655979,1272.460341,TESS,CP,619.5809037,3.22859,11.2347,2.994263,290.619895,
5523.0,-34.668249,12.2765,537.0,TESS,CP,13.8485,1.12,11.7024,22.6539607,81.344582,4.33
5636.8,-55.368285,12.0232332,1297.92666,TESS,PC,670.6896654,2.43731,11.9507,9.7728388,105.762026,3.66
3642.0,-26.282408,10.4761821,662.6197999,TESS,PC,45.5594673,0.54933,14.6253,2.8392793,2.568852,4.438
5027.0,-16.557655,6.06894,1215.0,TESS,FP,362.237,0.73,11.8012,1.6471574,42.261441,4.64
3495.0,-53.220653,8.59148,630.0,TESS,FP,26.3008,0.62,12.722,0.87741,306.843521,4.64
4794.0,-32.947641,3.86968,809.0,TESS,FP,71.367,0.84,11.1581,3.9471567,86.458859,4.47
5927.0,-31.344895,6.72917,1215.0,TESS,PC,362.749,1.25,12.2539,3.2553185,58.616173,4.28
5929.0,-75.729992,10.7065,1094.0,TESS,PC,237.935,2.03,12.2766,8.3129806,257.715033,3.86
4621.0,-34.977975,1.4203085,1314.806204,TESS,PC,706.2654804,0.758575,10.3759,1.0526157,43.884794,4.54
4621.0,-34.977975,2.3404732,384.3775426,TESS,PC,5.1588515,0.758575,10.3759,42.1289893,43.884794,4.54
6605.0,-13.372469,14.877,1715.0,TESS,PC,1437.43,1.33,11.5584,3.3311975,88.092907,4.33
6033.7,-0.904217,8.1147,1735.0,TESS,APC,1505.41,1.93,11.6751,1.1736318,52.487605,3.92
6595.0,-13.326617,4.985,1613.0,TESS,PC,1124.6,1.38,11.6884,1.2043785,86.254678,4.3
5782.0,-13.830634,22.4042,1060.0,TESS,APC,210.056,1.61,11.8929,11.5738497,143.259339,4.04
5454.42,-73.396374,,795.9675881,TESS,PC,94.864241,,9.4688,10.090259,46.197914,3.44247
5484.0,-21.994385,7.55444,993.0,TESS,PC,161.98,1.08,10.6477,8.6251769,97.408122,4.35
5484.0,-21.994385,3.8394,1205.0,TESS,PC,350.476,1.08,10.6477,4.8714085,97.408122,4.35
5728.0,-14.565099,20.7884,944.0,TESS,APC,132.072,1.27,12.1103,5.2524792,192.661632,4.24
5695.0,-25.375613,5.37039,1496.0,TESS,PC,833.25,1.04,11.0863,1.6804461,87.373285,4.41
6510.3,-67.53926,6.2303216,1534.012094,TESS,PC,1308.688047,1.97616,11.895,5.7517969,103.245394,3.97
6095.0,-21.333033,9.54792,2222.0,TESS,FP,4048.85,1.53,11.9951,0.5109902,192.32172,4.13
6296.0,-33.76396,4.10761,2228.0,TESS,PC,4096.84,1.17,11.7959,1.2709769,199.021029,4.39
6150.0,-28.00593,3.52758,1473.0,TESS,PC,782.333,1.22,11.7118,3.66275,79.61789,4.33
6493.0,-31.499464,12.2608,1047.0,TESS,PC,200.057,1.58,11.4586,7.0924883,197.200536,4.17
6423.0,-31.985378,13.1558,1361.0,TESS,FP,570.852,1.24,11.5137,1.1258127,196.285834,4.36
6130.0,6.587708,18.5118,1802.0,TESS,PC,1753.41,2.7,11.0331,5.1858,83.818664,3.64
6421.5,-10.884958,23.183789,1435.559122,TESS,FP,1003.703259,1.47459,11.2932,4.534451,358.444734,4.19
5963.1,-66.007932,15.1752,862.0,TESS,FP,91.9765,1.57,11.9961,22.84518,46.659674,4.08
5395.0,-27.284837,12.1387,888.0,TESS,PC,103.489,1.06,11.9196,8.71546,184.982551,4.36
6104.5,-62.503817,13.4708551,1174.467527,TESS,PC,449.6608267,1.41945,12.3715,6.9444047,34.954262,4.19
6510.0,-52.985887,13.5659,1434.0,TESS,PC,702.661,1.81,12.1046,5.5436298,112.875366,4.05
5216.0,-5.01203,9.57594,1062.0,TESS,CP,211.813,0.94,11.5521,4.0197555,89.130026,4.44
5832.0,-50.247778,4.3019481,2343.70302,TESS,FP,7130.686129,1.25112,11.9732,0.659752,108.017449,4.26
6049.7,-3.639907,12.9307,874.0,TESS,APC,97.2728,2.05,11.8402,17.1869882,88.505022,3.87
6046.0,-26.92637,14.4892,1186.0,TESS,PC,329.499,1.08,12.3193,5.74984,333.111347,4.42
5177.0,-48.488493,11.4726621,910.9289033,TESS,CP,162.7267425,0.892685,11.6955,5.1750108,134.957623,4.48
5713.3,4.82797,10.7493,1435.0,TESS,PC,705.699,1.27,12.1227,3.36376,83.913807,4.24
3139.0,-29.416487,1.7175409,352.0718502,TESS,CP,3.6311669,0.211299,13.4102,5.4361667,353.243538,5.04944
5851.0,-16.386277,5.24953,824.0,TESS,PC,76.8372,1.04,11.4878,12.6826724,132.898822,4.43
5774.0,-19.778021,12.907,1253.0,TESS,PC,409.667,1.29,12.2036,4.8984239,137.31171,4.23
6127.1,-24.751118,26.9739777,2879.946821,TESS,FP,16257.69141,2.6058199,12.2186,1.1792344,144.040606,3.67
5517.0,-16.755755,11.2448,805.0,TESS,CP,69.8726,1.2,12.5882,13.3368173,61.68622,4.26
4929.5,-22.049823,8.01917,755.0,TESS,CP,54.2011,0.8,11.2057,4.31362,319.498241,0.1
5669.0,30.573268,17.7265,789.0,TESS,PC,64.3828,1.19,12.6389,6.1600755,335.74211,4.29
5672.5,-23.148028,9.3708418,1449.26151,TESS,PC,1042.576746,1.3954,12.7119,3.1821969,344.743989,4.4
4155.0,-15.572947,16.6532667,935.0496086,TESS,APC,180.6590045,0.622666,14.1858,1.6766585,341.871773,4.66247
4940.0,-56.19888,11.5840209,950.2186404,TESS,PC,192.6704823,0.80797,13.3921,3.4972769,31.617523,4.53
3770.0,-53.043156,11.5779216,584.247334,TESS,CP,27.5364506,0.638902,13.6521,5.4693888,358.092047,4.61871
5024.0,-18.606646,1.57925,1412.0,TESS,CP,660.277,0.77,9.926601,1.2730965,349.231081,4.5685
6067.2,-8.926251,17.7519701,1671.199788,TESS,KP,1843.463272,2.3901401,9.4834,5.2153618,0.325761,3.73
5337.0,-67.915159,18.0229867,1078.536079,TESS,PC,319.7861956,1.16636,12.3643,5.0451188,13.643588,4.5
5884.5,-16.114124,12.7709747,1366.459946,TESS,PC,823.9647363,1.52373,11.4408,4.6612025,356.375185,4.3
5503.0,-20.653955,22.286,1290.0,TESS,APC,459.818,1.06,10.459,3.1353607,1.484836,4.4
3678.2,-65.000196,11.6264152,799.5461856,TESS,CP,96.5817843,0.666652,13.3147,2.1357026,36.156146,
4367.6,-61.686758,13.5726225,1006.663799,TESS,PC,242.6938695,1.02417,13.5445,3.1581288,26.965078,
6034.0,-15.267404,13.8044661,1509.03883,TESS,KP,1225.526373,1.28427,10.5853,2.7567395,4.603042,4.26998
5859.8,-64.87571,12.3816484,1111.822132,TESS,APC,361.1289137,1.1873699,11.8933,5.6601098,20.410382,4.4
,-63.769812,,1651.504105,TESS,PC,1758.08404,,8.115,1.3442724,118.388357,
5335.0,-19.17848,10.5103504,1235.18869,TESS,PC,550.1159381,0.910484,13.3922,2.3372423,357.962301,4.5
6362.5,-10.118118,9.8517709,1412.821789,TESS,KP,941.6088632,1.38831,10.9774,4.1567834,358.408479,4.59
7022.0,-61.386174,8.4965052,2177.929595,TESS,PC,5317.363466,1.99761,11.3641,2.1192866,5.128602,4.2
5774.8,-60.880424,21.4721115,1164.347268,TESS,PC,434.3612918,1.75826,12.937,7.8369842,10.162056,4.4
6187.3,-64.11662,3.28952,1431.0,TESS,PC,697.86,1.76,10.3998,5.9123675,83.783703,3.87
6187.3,-64.11662,2.96344,2021.0,TESS,PC,2770.93,1.76,10.3998,3.4072141,83.783703,3.87
6187.3,-64.11662,2.4628421,1209.618714,TESS,PC,505.9586098,1.76167,10.3998,9.1696498,83.783703,3.87
5603.0,-56.756226,9.05304,653.0,TESS,PC,30.3347,1.1,12.0585,18.84184,32.943352,4.35
5356.0,-10.029102,3.47575,1105.0,TESS,PC,248.389,0.81,11.9522,3.4977868,178.890769,4.59
6394.0,-7.296091,11.8276114,1036.75203,TESS,PC,273.0364186,1.13572,11.7622,7.8686762,175.879369,4.43
5735.0,-26.153136,8.891,1599.0,TESS,APC,1087.82,1.76,11.4944,1.5099302,170.150082,3.96
5527.0,-6.826842,7.59354,1130.0,TESS,PC,271.529,1.06,12.0749,6.00327,18.496744,4.37
5099.0,-25.604717,8.75357,398.0,TESS,PC,4.19986,0.82,11.6701,19.4061437,173.703285,4.55
6597.0,-21.796763,11.2463,1109.0,TESS,PC,251.65,1.61,11.738,5.4681892,175.472837,4.16
4333.0,-44.160869,3.6117414,453.4125095,TESS,PC,9.9883786,0.702945,10.7011,19.4723016,14.75491,4.5109
6444.0,-54.266268,5.37338,1993.0,TESS,FP,2619.59,2.28,10.7961,1.0339,118.937216,3.84
6294.0,-25.457737,18.1157,1704.0,TESS,PC,1402.27,3.1,9.0982,5.8681984,146.44726,3.55
5519.0,-17.262814,8.55825,999.0,TESS,PC,165.972,0.97,12.2668,5.5094951,156.527712,4.45
6278.2,2.700389,21.9555549,2159.434157,TESS,KP,5139.026625,1.89121,9.02706,1.8098811,26.632936,3.97
6142.0,-74.190098,4.2523478,751.630191,TESS,PC,75.428916,1.18003,11.1464,20.362741,98.442149,4.35874
6142.0,-74.190098,9.1295659,487.5546513,TESS,FP,13.3540875,1.18003,11.1464,74.6068965,98.442149,4.35874
6142.0,-74.190098,9.5163991,487.555473,TESS,FP,13.3541775,1.18003,11.1464,74.6065192,98.442149,4.35874
4001.0,-51.793599,4.1930997,946.5097378,TESS,PC,189.6799154,0.756551,12.5515,1.9792573,45.144066,4.47278
3163.0,-3.372083,2.722618,410.2983965,TESS,CP,6.6976166,0.1966,14.3109,3.0766835,8.806054,5.0701
3596.0,-46.458025,3.7942392,657.0962083,TESS,CP,44.0592242,0.524573,12.5264,2.7029187,49.746545,4.71597
4935.0,-32.966016,5.45543,787.0,TESS,PC,63.7261,0.75,11.9205,9.4636148,18.24241,4.59823
5017.0,-41.191773,6.1709882,685.0551684,TESS,FA,52.0502944,0.972753,11.2711,12.9696927,44.338399,4.38114
6286.0,-34.611304,12.9811619,1679.40501,TESS,KP,1879.934766,1.07661,10.9571,1.3866519,354.168696,4.438
4785.0,-0.056398,4.00703,1325.0,TESS,APC,512.916,0.86,12.2478,0.7988525,19.626878,4.45252
4099.0,-8.701794,1.7472713,1288.743126,TESS,CP,651.9082071,0.727642,10.4238,0.782765,20.922457,4.52
4131.3,-62.850656,,499.0,TESS,FA,10.3396,,11.9755,15.29859,62.379568,
5184.9,-18.992719,12.4259675,914.4158726,TESS,FP,165.23271,1.69269,11.3882,13.4190392,332.188392,3.9254
5627.0,-60.447819,12.9084635,1449.482283,TESS,KP,1043.212176,0.97906,12.003,1.7771109,344.873588,4.45645
3558.0,-53.428366,12.0910878,1196.556566,TESS,PC,484.4555527,0.617346,14.9333,0.5153654,340.976993,4.63662
5515.2,-60.787186,11.5451,942.0,TESS,CP,130.93,1.39,12.4333,8.2754608,57.338941,4.24
5485.4,-40.016204,4.9031,993.0,TESS,FP,161.807,1.83,10.2589,4.83266,37.885227,3.9
5095.0,-27.324227,7.41184,883.0,TESS,FP,100.989,0.8,10.9166,25.86696,39.725259,4.56
5924.0,-56.588436,3.61081,888.0,TESS,PC,103.276,1.35,10.4354,18.8812961,53.270375,4.14
6083.0,-38.110855,20.517917,1141.116626,TESS,FP,400.7201062,1.2666,12.5766,6.340315,4.451423,4.28983
5707.0,-19.771164,11.8252,1166.0,TESS,CP,307.599,2.2,10.8285,5.84259,14.826814,3.76
5618.0,-35.390918,10.753,1475.0,TESS,CP,786.037,1.79,10.6918,4.3474,33.154021,3.93
6159.7,-7.394729,10.0179,,TESS,APC,411.58,0.88,9.4843,18.23603,24.884512,
6057.0,-57.621295,14.2836,701.0,TESS,PC,40.1659,1.1,9.5137,,53.467245,4.41
6173.5,-28.493223,17.1909846,1258.376981,TESS,FP,592.6032964,2.36235,10.2845,12.3750537,0.315071,3.76326
5216.0,-0.290103,8.48837,364.0,TESS,PC,2.93192,0.78,11.2415,50.6939885,19.130697,4.6039
5716.0,-20.78129,2.38239,1226.0,TESS,PC,376.072,1.02,9.97008,4.08165,43.811698,4.42
4072.0,-31.362867,1.99844,783.0,TESS,CP,62.7136,0.68,9.0138,1.30613,52.291732,4.58
,3.028639,,,TESS,APC,,,9.966,7.57017,53.831468,
5517.8,1.057529,2.1949984,835.9337133,TESS,PC,115.4006791,0.842833,9.4752,7.0846492,36.363902,4.57
6046.0,-31.334403,25.668105,1802.998945,TESS,APC,2497.485019,1.94932,11.681,3.4373093,3.394115,4.29639
6409.0,-9.810051,4.67495,1598.0,TESS,PC,1082.9,1.59,10.3682,1.10071,46.558777,4.14
4079.0,8.381625,5.59553,1998.0,TESS,CP,2649.15,0.68,9.5209,0.224195,37.765299,4.58
6130.5,0.380842,8.96794,1446.0,TESS,PC,727.6,2.89,10.1849,1.82738,45.112779,3.58
3323.0,56.971091,1.8103101,200.5072077,TESS,PC,0.3819803,0.308919,12.0349,,299.440244,4.91599
9431.0,46.032536,7.5531443,4522.764742,TESS,APC,98886.49714,3.83824,9.06657,1.3808138,345.155415,3.64947
5650.08,56.666184,3.7761104,595.3675075,TESS,PC,29.6935087,0.874994,10.5142,,219.338411,4.55536
6291.0,72.123084,2.4101533,656.555832,TESS,PC,43.914471,1.2336,8.55595,,191.297899,4.34633
5927.0,-5.514987,4.1062551,1126.856402,TESS,PC,381.0617054,1.11457,11.2571,5.1660127,37.938574,4.37728
5780.0,-32.88712,,1460.76696,TESS,FP,1076.080474,,16.2463,1.9426003,68.226889,4.438
5283.0,1.933815,5.0510341,679.0808773,TESS,PC,50.2582088,0.946146,11.2212,14.3614789,54.028395,4.438
3342.0,-36.717974,1.2711131,409.942287,TESS,CP,6.6743946,0.407103,10.3475,7.397216,10.569754,4.438
5256.8,-36.943731,15.3572514,2092.161358,TESS,APC,4527.950887,1.14951,11.0529,0.6461571,55.270024,4.27128
3478.0,-51.679614,2.9698317,363.3971818,TESS,PC,4.1214233,0.46769,12.8332,12.8900899,91.410152,4.76582
3478.0,-51.679614,2.0319062,481.205367,TESS,PC,12.6719325,0.46769,12.8332,5.5514857,91.410152,4.76582
5762.0,-31.081604,10.2267,1053.0,TESS,FP,204.585,1.0,11.402,17.1217196,65.100654,4.44944
4214.44,1.199676,2.6868893,486.9971964,TESS,CP,13.2931176,0.732115,8.2969,15.6692322,40.179861,4.52845
3556.0,-16.55928,15.7358835,800.5813089,TESS,APC,97.0829105,0.594044,13.6732,1.6473887,42.263784,4.65625
3333.0,0.052337,1.4062147,964.4647664,TESS,CP,204.4873602,0.272233,13.1292,0.3711334,43.316155,4.95786
5926.0,-31.265187,4.2075538,690.8611696,TESS,PC,53.8374071,0.987496,10.208,18.685862,50.942745,4.48242
5825.0,-31.906637,10.2185,719.0,TESS,CP,44.5933,1.04,10.0127,,70.997586,4.43
9671.0,-53.76459,3.54998,1463.0,TESS,FP,762.028,1.78,10.0039,9.0182016,80.740227,4.33
9671.0,-53.76459,3.80858,1035.0,TESS,PC,191.036,1.78,10.0039,19.7580247,80.740227,4.33
6054.0,-34.455533,11.9082,1215.0,TESS,CP,362.642,1.08,9.8999,16.6542431,67.984371,4.43
6208.0,-33.500473,12.5053,886.0,TESS,PC,102.621,1.46,8.5509,8.7709021,345.779176,4.438
5426.0,6.795745,6.4171164,582.0683673,TESS,PC,27.1279511,0.776644,11.4894,17.8832414,77.952525,4.63305
3199.0,-0.770748,8.5611179,1174.242267,TESS,FP,449.3159514,0.540483,15.8552,0.3438892,81.312676,4.70217
4456.2,-50.930948,3.3784252,1554.136642,TESS,FP,1378.72548,1.09813,11.1925,0.9776805,93.098193,
3609.0,12.936353,3.0014777,550.7815271,TESS,PC,21.7489585,0.502498,12.4223,4.4414275,74.837485,4.73522
4431.2,-7.766009,2.5051088,659.8835801,TESS,PC,44.8115834,0.82124,10.7047,8.5063687,64.32265,4.45
3553.0,14.771562,14.6186346,526.8565787,TESS,PC,18.2091901,0.489916,12.986,4.720489,64.243824,4.74625
4968.0,10.575049,2.8398685,539.4735051,TESS,PC,20.0171149,0.788051,9.588,,80.57987,4.55877
4045.0,-12.890726,2.7591068,452.1179596,TESS,PC,9.8747938,0.631569,10.8749,14.1993538,70.167322,4.63657
6092.0,1.253439,2.3797323,1396.050149,TESS,CP,897.6872949,1.32975,8.71008,3.7369689,79.621529,4.25
4195.0,-39.373046,2.9365337,435.7259839,TESS,CP,8.5187297,0.675093,9.3951,19.1047019,82.143332,4.59888
5070.0,-50.659308,15.0953,916.2147815,TESS,KP,166.5367856,1.26,11.2794,7.8728937,24.167869,4.47933
5994.0,2.563675,6.5688522,2362.227842,TESS,APC,7358.819279,1.03783,11.3357,0.515461,79.528174,4.44879
6513.0,16.278699,13.7037465,1406.029013,TESS,KP,923.6302124,1.73931,10.8243,6.1802614,78.91982,4.08
5365.0,-5.557409,17.4453322,1012.88377,TESS,PC,248.7479157,1.82733,11.7884,12.8643168,77.314465,4.41
6481.0,-48.09086,11.6613557,1591.702371,TESS,PC,1516.940178,3.2125199,9.0318,10.6079445,88.090245,3.54495
5160.0,-27.623322,12.5471,1061.0,TESS,KP,210.575,0.87,12.3352,3.7684981,87.679561,4.49546
6808.4,-18.904621,3.1563691,1305.193848,TESS,PC,685.837258,1.01507,10.2994,3.759205,76.737031,4.59
6475.0,16.867695,18.7969,1973.0,TESS,KP,2520.03,1.77,12.0364,2.6266983,76.867332,4.0609
4909.0,-12.677035,1.7738475,1197.674065,TESS,PC,486.2678796,0.808741,10.2712,1.7556616,65.717639,4.52554
6102.0,-24.121296,11.2009,782.0,TESS,FP,62.1143,2.37,10.3598,24.4232697,80.896099,3.75
6931.0,-15.672123,23.4044,2006.0,TESS,FP,2690.9,2.57,10.6749,2.3767548,70.308489,3.8
5540.0,-47.360635,14.3752921,1233.145772,TESS,KP,546.4855387,1.11655,11.9116,3.4252563,1.04657,4.42136
