st_teff,dec,pl_rade,pl_eqt,type,Status,pl_insol,st_rad,st_tmag,pl_orbper,ra,st_logg
4987.0,37.567791,2.18,386.0,Kepler,CP,5.25,0.716,15.391,47.3329299,292.46976,4.602
6021.0,37.744389,0.82,1881.0,Kepler,FP,2960.82,0.873,13.098,0.856895349,291.07446,4.537
6207.0,37.37624,3.71,772.0,Kepler,CP,83.75,2.097,13.038,40.8065333,292.04462,3.963
5074.0,44.17942,1.56,1139.0,Kepler,CP,398.42,0.863,15.07,2.46697039,287.5932,4.474
5340.0,50.651611,5.11,1164.0,Kepler,PC,434.31,0.899,13.687,2.624234833,288.0383,4.514
5529.0,44.166908,2.98,1066.0,Kepler,CP,304.65,1.294,15.59,6.61836309,294.48438,4.19
5529.0,44.166908,4.75,421.0,Kepler,CP,7.39,1.294,15.59,107.7214092,294.48438,4.19
5888.0,44.166908,1.92,410.0,Kepler,PC,6.7,1.019,15.59,92.77779,294.48438,4.444
5542.0,44.321388,37.15,952.0,Kepler,FP,194.17,0.872,15.756,5.251916208,294.99734,4.52
5192.0,40.94902,2.63,736.0,Kepler,CP,69.42,0.873,13.04,9.673958488,299.13922,4.489
5055.0,44.453941,29.55,313.0,Kepler,FP,2.26,0.772,15.783,100.3039228,284.51962,4.566
,44.453941,,,Kepler,FP,,,15.783,200.6110335,284.51962,
6243.0,44.318039,43.98,2308.0,Kepler,FP,6719.67,1.385,15.022,0.986620248,301.40067,4.176
,44.324638,,,Kepler,FP,17098.4,,12.647,1.63484631,298.21188,
5779.0,39.03632,2.73,739.0,Kepler,CP,70.5,0.974,15.368,14.12847677,293.56815,4.477
5779.0,39.03632,4.14,489.0,Kepler,CP,13.57,0.974,15.368,48.6478543,293.56815,4.477
6309.0,38.53989,2.0,984.0,Kepler,CP,221.66,1.044,15.291,8.39842977,290.0004,4.441
5684.0,38.94664,5.99,1419.0,Kepler,CP,958.35,3.046,14.507,8.63847391,295.97516,3.657
5796.0,38.899971,5.89,292.0,Kepler,PC,1.73,1.444,13.642,422.917678,293.95459,4.12
6207.0,37.37624,3.42,511.0,Kepler,CP,16.17,2.097,13.038,140.10765,292.04462,3.963
5405.0,37.35511,1.17,1156.0,Kepler,CP,421.61,1.022,13.615,3.4815917,290.68225,4.374
5463.0,37.726742,40.35,1263.0,Kepler,FP,601.6,2.445,16.209,8.360616221,290.32791,3.79
5751.0,37.656059,4.86,1426.0,Kepler,FP,974.1,0.94,15.373,1.838514968,292.89935,4.508
5123.0,41.0298,5.17,456.0,Kepler,CP,10.19,0.779,15.703,35.61760233,288.4165,4.523
5639.0,44.109261,1.29,1611.0,Kepler,FP,1588.89,0.859,14.495,1.09206833,295.51108,4.551
5676.0,44.143581,1.95,767.0,Kepler,CP,81.77,0.82,14.743,10.12805158,290.5036,4.548
5580.0,44.151119,1.25,1680.0,Kepler,FP,1878.1,1.205,13.945,1.613001111,300.32898,4.223
6322.0,47.329491,12.05,1302.0,Kepler,CP,679.75,1.075,15.439,3.770551475,291.27563,4.426
6324.0,47.291752,18.66,2654.0,Kepler,FP,11675.38,2.312,13.056,1.343767797,299.70078,3.8
4457.0,47.255711,15.25,356.0,Kepler,FP,3.81,0.481,15.187,29.12436474,297.39066,4.767
5908.0,44.410198,35.8,564.0,Kepler,FP,23.97,0.92,15.582,31.82814583,284.99738,4.507
6506.0,44.33226,3.28,1434.0,Kepler,FP,1001.35,1.217,13.055,3.629442796,296.29196,4.336
5679.0,44.319759,97.36,3689.0,Kepler,FP,43709.08,3.142,13.501,0.553261874,301.47577,3.565
3968.0,44.34647,1.38,569.0,Kepler,CP,24.74,0.548,15.95,5.72812616,282.72406,4.714
5311.0,44.237511,1.58,977.0,Kepler,CP,215.46,0.788,15.764,3.75574267,287.47742,4.588
5815.0,44.21146,2.74,883.0,Kepler,FP,144.12,0.877,15.24,7.44042933,296.30762,4.54
5188.0,46.023258,4.56,881.0,Kepler,CP,142.63,0.973,15.471,6.581477136,297.31598,4.4
5313.0,50.372318,77.76,1485.0,Kepler,CP,1150.61,9.327,13.224,24.66919273,297.00943,2.936
5188.0,46.023258,2.74,1237.0,Kepler,CP,553.53,0.973,15.471,2.382652873,297.31598,4.4
5188.0,46.023258,5.34,567.0,Kepler,CP,24.53,0.973,15.471,24.66461416,297.31598,4.4
5177.0,46.172249,2.9,657.0,Kepler,CP,43.96,0.798,15.386,11.51517167,284.68887,4.59
5356.0,44.746319,4.91,899.0,Kepler,CP,154.25,1.055,13.549,7.641567589,298.07944,4.338
3900.0,40.973282,19.68,317.0,Kepler,FP,2.38,0.534,15.97,30.6113932,299.65094,4.727
5922.0,37.236992,2.01,938.0,Kepler,CP,183.15,0.961,15.242,7.40742502,292.26291,4.474
5367.0,37.238041,38.98,296.0,Kepler,FP,1.81,2.057,14.645,569.934135,291.69672,3.783
5037.0,36.678841,1.17,844.0,Kepler,FP,119.7,0.751,15.162,5.09246539,291.15338,4.547
,36.784519,,,Kepler,FP,,,13.62,110.6157662,291.35403,
5409.0,47.34222,1.37,1471.0,Kepler,FP,1109.79,0.746,15.732,1.103971357,289.71466,4.609
5575.0,40.669399,3.93,758.0,Kepler,CP,78.19,0.932,13.113,10.91610834,291.14807,4.521
3789.0,47.157459,1.65,615.0,Kepler,CP,33.76,0.46,15.438,3.353732008,299.83041,4.781
3789.0,47.157459,2.05,484.0,Kepler,CP,12.95,0.46,15.438,6.877446033,299.83041,4.781
3789.0,47.157459,1.87,301.0,Kepler,CP,1.95,0.46,15.438,28.46464804,299.83041,4.781
5665.0,47.14558,26.35,2503.0,Kepler,FP,9283.34,0.843,15.822,0.293630085,296.33435,4.554
5192.0,40.94902,2.0,448.0,Kepler,CP,9.54,0.873,13.04,42.89645024,299.13922,4.489
5970.0,44.200642,1.44,1282.0,Kepler,FP,638.05,0.796,15.282,2.44199803,292.85965,4.564
5944.0,44.264671,2.32,621.0,Kepler,PC,35.08,1.082,14.143,30.5872153,296.54861,4.38
3569.0,44.31089,0.74,425.0,Kepler,CP,7.73,0.389,15.649,7.09712124,285.62854,4.861
6180.0,44.223728,1.19,1551.0,Kepler,FP,1366.57,1.223,13.475,2.6827683,291.89075,4.262
5052.0,46.180939,2.31,996.0,Kepler,CP,232.65,0.855,15.733,3.601465336,285.39133,4.48
5330.0,46.207569,4.43,1096.0,Kepler,FP,340.69,0.847,15.361,3.108251172,294.79974,4.495
6297.0,46.264721,2.4,672.0,Kepler,CP,48.23,1.031,15.083,25.8474958,297.9516,4.448
6297.0,46.264721,2.7,578.0,Kepler,CP,26.34,1.031,15.083,40.715561,297.9516,4.448
6014.0,46.382172,4.42,674.0,Kepler,FP,48.72,0.958,15.163,20.42720701,296.65915,4.494
6038.0,40.943089,19.81,985.0,Kepler,FP,222.23,0.898,15.67,6.198273591,297.62027,4.524
5741.0,43.934349,3.78,1727.0,Kepler,FP,2103.09,0.893,15.381,1.023471798,300.45575,4.491
5572.0,41.349819,19.07,1965.0,Kepler,FP,3537.27,0.762,15.348,0.51872711,293.38556,4.597
4719.0,43.903912,2.04,454.0,Kepler,CP,10.07,0.502,15.759,17.31711739,299.89722,4.753
5897.0,44.004379,4.39,1163.0,Kepler,CP,432.9,1.86,14.5,9.42889884,289.09689,3.98
5222.0,47.10107,1.35,1474.0,Kepler,FP,1119.9,0.763,14.867,1.096583368,297.78802,4.528
6161.0,47.13279,28.15,905.0,Kepler,PC,158.42,1.053,15.22,9.95639775,294.76855,4.454
4999.0,47.157349,1.67,804.0,Kepler,CP,98.81,0.843,15.692,6.50327035,292.14447,4.49
4999.0,47.157349,1.42,938.0,Kepler,CP,182.9,0.843,15.692,4.09667624,292.14447,4.49
4999.0,47.157349,1.25,1414.0,Kepler,CP,945.12,0.843,15.692,1.196548464,292.14447,4.49
6071.0,44.422298,2.07,984.0,Kepler,CP,221.34,1.41,13.908,11.47609015,282.2001,4.202
6071.0,44.422298,1.71,756.0,Kepler,CP,77.24,1.41,13.908,25.2630467,282.2001,4.202
,44.391289,,,Kepler,FP,,,15.602,7.1688266,284.38562,
5718.0,44.292549,0.9,2099.0,Kepler,CP,4572.56,1.037,13.326,0.677374687,281.76639,4.395
5528.0,44.284229,1.22,759.0,Kepler,CP,78.35,0.853,13.404,10.43547031,283.00296,4.499
5528.0,44.284229,0.94,850.0,Kepler,CP,123.4,0.853,13.404,7.41084314,283.00296,4.499
3755.0,46.42926,1.83,298.0,Kepler,CP,1.87,0.461,15.19,28.59914031,291.86285,4.781
5474.0,46.56786,2.37,530.0,Kepler,CP,18.72,0.749,15.598,24.58716355,287.56967,4.605
6129.0,40.42981,21.95,778.0,Kepler,FP,86.74,1.786,13.325,34.19360031,297.36032,3.991
5997.0,46.57914,3.24,775.0,Kepler,CP,85.15,0.904,15.485,12.53248222,290.06799,4.522
3748.0,46.537338,8.31,286.0,Kepler,PC,1.59,0.449,15.798,31.20169247,292.65704,4.796
4954.0,46.57933,4.18,642.0,Kepler,CP,40.03,0.885,15.223,13.19720694,294.06848,4.462
5356.0,44.746319,5.94,720.0,Kepler,CP,63.52,1.055,13.549,14.85890852,298.07944,4.338
5897.0,44.004379,2.36,1537.0,Kepler,CP,1317.96,1.86,14.5,4.08897299,289.09689,3.98
5238.0,44.077381,2.93,1045.0,Kepler,FP,282.64,0.764,15.028,2.866680334,295.4722,4.598
5568.0,44.077679,3.24,679.0,Kepler,CP,50.32,0.966,15.007,17.44486016,294.84384,4.413
5300.0,44.051868,37.99,1246.0,Kepler,FP,570.93,2.124,13.838,8.30697421,297.49332,3.69
,44.009151,,,Kepler,FP,,,10.266,2.49705175,296.48187,
5795.0,47.164631,1.52,875.0,Kepler,CP,138.46,0.848,15.302,7.33685101,297.39319,4.554
6968.0,39.781631,7.62,855.0,Kepler,FP,126.57,1.333,13.682,22.65117451,290.10333,4.31
5668.0,47.197449,1.19,1564.0,Kepler,FP,1413.91,0.849,14.415,1.204274435,294.59613,4.552
3975.0,47.188148,0.9,502.0,Kepler,CP,15.01,0.509,15.233,7.71790675,281.05011,4.753
6036.0,47.15567,2.21,641.0,Kepler,CP,39.94,1.017,14.609,27.6652847,283.1846,4.396
6307.0,38.27327,36.87,2103.0,Kepler,FP,4636.91,1.133,14.909,0.948950734,293.24384,4.391
5774.0,38.945599,4.32,879.0,Kepler,CP,141.0,1.412,13.397,14.55730897,286.6301,4.159
3801.0,47.327309,14.45,557.0,Kepler,FP,22.67,0.488,13.987,4.722254104,296.69562,4.776
6340.0,47.40657,57.77,2351.0,Kepler,FP,7193.72,1.058,14.539,0.635069939,296.32028,4.434
7226.0,47.377781,26.06,1626.0,Kepler,PC,1656.16,2.079,12.628,6.810823723,299.10281,3.967
5252.0,47.495529,25.54,1508.0,Kepler,FP,1222.25,0.716,14.658,0.933746515,292.83301,4.596
5337.0,47.755341,5.65,1298.0,Kepler,FP,672.92,0.825,15.29,1.872421727,281.5238,4.486
4954.0,46.57933,3.05,470.0,Kepler,CP,11.5,0.885,15.223,33.6528474,294.06848,4.462
3731.0,46.574268,1.94,514.0,Kepler,CP,16.54,0.498,15.801,5.90127815,297.84241,4.75
3731.0,46.574268,1.83,451.0,Kepler,CP,9.76,0.498,15.801,8.75209691,297.84241,4.75
3731.0,46.574268,2.17,328.0,Kepler,CP,2.73,0.498,15.801,22.78078241,297.84241,4.75
3731.0,46.574268,1.23,652.0,Kepler,CP,42.53,0.498,15.801,2.896005211,297.84241,4.75
3731.0,46.574268,1.47,1026.0,Kepler,CP,262.51,0.498,15.801,0.742957911,297.84241,4.75
6161.0,37.60664,38.81,566.0,Kepler,FP,24.18,1.255,12.899,54.35635067,292.93085,4.281
5414.0,37.83926,18.93,1837.0,Kepler,FP,2677.36,0.714,15.996,0.54624855,287.13388,4.625
5687.0,37.955639,2.7,632.0,Kepler,CP,37.82,0.86,15.762,18.82744023,292.26813,4.538
4502.0,37.74192,1.71,590.0,Kepler,FP,28.69,0.621,15.156,8.4120069,291.85382,4.668
4252.0,37.90229,1.86,641.0,Kepler,CP,40.07,0.632,14.496,5.747711909,291.90326,4.64
5356.0,44.746319,2.03,1165.0,Kepler,CP,435.21,1.055,13.549,3.504691252,298.07944,4.338
5286.0,38.28463,26.93,1477.0,Kepler,FP,1124.35,0.706,15.577,0.995861402,290.63943,4.604
5822.0,38.35545,9.83,434.0,Kepler,CP,8.41,1.081,14.696,86.67856052,294.4335,4.351
5822.0,38.35545,5.1,835.0,Kepler,CP,114.59,1.081,14.696,12.21828097,294.4335,4.351
6089.0,38.35358,72.52,1211.0,Kepler,FP,509.55,1.795,14.01,8.387210055,290.862,4.044
6384.0,38.284599,9.84,829.0,Kepler,FP,111.67,1.086,15.148,15.2384539,286.00031,4.419
5973.0,37.992641,31.52,2509.0,Kepler,FP,9374.09,1.016,14.784,0.413334492,293.02512,4.465
5438.0,47.483829,149.71,3303.0,Kepler,FP,28084.15,4.319,13.964,0.93374614,292.84213,3.424
6341.0,47.406731,2.08,1075.0,Kepler,FP,316.0,1.033,15.403,6.47179275,296.69971,4.446
5043.0,47.486431,5.4,383.0,Kepler,CP,5.09,0.881,15.332,64.617518,297.01483,4.47
5333.0,47.41481,2.77,629.0,Kepler,CP,36.95,0.728,15.987,13.21409607,287.65363,4.62
5334.0,47.59383,1.94,947.0,Kepler,CP,189.98,1.004,14.678,6.05729966,299.12753,4.372
5739.0,46.692451,4.66,1131.0,Kepler,CP,386.66,0.922,15.954,3.584101048,286.48227,4.518
9107.0,46.868359,21.42,3559.0,Kepler,CP,37958.27,3.031,9.958,1.763587535,286.97119,3.867
6490.0,43.497589,10.63,1308.0,Kepler,CP,692.13,1.307,13.797,5.014234733,299.09753,4.32
5926.0,46.615002,3.1,879.0,Kepler,CP,140.92,0.887,15.219,8.11528727,288.21194,4.532
5926.0,46.615002,3.01,530.0,Kepler,CP,18.7,0.887,15.219,36.9250409,288.21194,4.532
3687.0,37.857792,10.05,262.0,Kepler,FP,1.12,0.44,15.501,37.4783492,291.10846,4.813
5949.0,37.560341,34.0,1197.0,Kepler,FP,484.58,1.707,13.295,8.09695764,292.73627,4.024
5821.0,37.580799,4.84,699.0,Kepler,CP,56.49,1.494,14.757,32.3122867,292.29099,4.108
6320.0,37.859299,2.79,1021.0,Kepler,CP,257.11,1.252,15.399,9.22961384,291.13849,4.347
5959.0,37.846191,1.64,758.0,Kepler,CP,78.26,0.966,15.16,14.5598556,293.25412,4.46
4957.0,39.24976,3.07,876.0,Kepler,CP,139.48,0.776,13.698,4.176254191,296.52429,4.594
6151.0,38.374378,47.75,3271.0,Kepler,FP,27241.45,1.954,14.662,0.528755447,292.58304,3.92
5957.0,37.969841,2.59,990.0,Kepler,CP,227.15,0.937,15.678,6.10027621,293.18454,4.506
5681.0,38.402321,6.57,449.0,Kepler,PC,9.61,0.859,15.617,51.59809554,287.61688,4.551
5606.0,38.321941,9.8,139.0,Kepler,PC,0.09,0.76,14.709,1500.0,290.18304,4.597
5903.0,38.435032,2.36,786.0,Kepler,FP,90.07,0.864,15.172,10.9110487,290.89407,4.546
5551.0,43.209751,2.28,809.0,Kepler,CP,101.22,0.812,13.771,8.408878137,296.98102,4.508
5334.0,47.59383,2.41,777.0,Kepler,CP,86.28,1.004,14.678,10.93725572,299.12753,4.372
5334.0,47.59383,1.52,1200.0,Kepler,CP,490.13,1.004,14.678,2.97136658,299.12753,4.372
5751.0,47.75943,3.08,350.0,Kepler,CP,3.53,1.034,12.783,158.6850022,288.86823,4.34
5359.0,47.697762,1.92,1209.0,Kepler,CP,505.22,1.002,14.968,2.936527336,291.30222,4.375
6321.0,46.617531,2.45,1051.0,Kepler,CP,288.92,1.058,15.067,7.03902016,289.4317,4.434
4743.0,46.789589,3.67,690.0,Kepler,CP,53.68,0.81,15.223,8.360870704,283.86603,4.516
6108.0,43.335129,31.01,1306.0,Kepler,FP,689.48,0.974,15.246,3.14051153,282.35324,4.443
4859.0,36.74361,2.53,486.0,Kepler,CP,13.18,0.72,12.559,21.76129812,291.25449,4.612
2661.0,46.957085,2.31,181.0,Kepler,FP,0.26,0.116,13.102,12.71379418,287.55972,5.283
5383.0,44.010738,15.61,614.0,Kepler,FP,33.6,0.789,15.513,15.80110003,295.47067,4.587
5009.0,37.532551,18.35,206.0,Kepler,PC,0.42,2.283,13.862,1500.140677,291.97754,3.755
5415.0,41.141949,268.65,1268.0,Kepler,FP,612.49,0.742,15.929,1.739428983,297.82956,4.603
6631.0,41.27528,14.49,2378.0,Kepler,FP,7548.29,1.638,13.371,1.217266418,292.76434,4.145
6208.0,41.261841,23.76,965.0,Kepler,FP,205.39,1.831,11.115,19.56309252,297.52545,3.959
5873.0,41.555111,5.67,1118.0,Kepler,FP,368.33,0.863,15.513,3.7228551,291.98337,4.547
7066.0,44.57835,24.19,764.0,Kepler,FP,80.37,1.761,13.96,48.93786896,295.94092,4.094
5982.0,38.37257,23.6,1039.0,Kepler,FP,275.65,0.96,15.03,5.48990788,292.85608,4.493
5778.0,38.035831,8.19,366.0,Kepler,CP,4.25,1.213,15.435,161.5278347,291.57916,4.285
4768.0,38.35236,1.45,1488.0,Kepler,FP,1159.62,0.711,15.736,0.73093905,289.76483,4.588
4983.0,38.393478,1.67,618.0,Kepler,CP,34.55,0.728,15.681,11.39102358,294.11566,4.617
5896.0,38.34375,4.12,915.0,Kepler,CP,165.3,1.24,14.925,12.33343853,290.41327,4.197
5359.0,47.697762,2.0,865.0,Kepler,CP,132.46,1.002,14.968,8.01500821,291.30222,4.375
3682.0,47.49073,12.93,919.0,Kepler,FP,168.44,0.48,14.96,0.933749941,292.73892,4.786
5357.0,47.484798,2.36,840.0,Kepler,CP,117.33,0.863,13.916,7.053934488,291.06293,4.498
5357.0,47.484798,0.68,991.0,Kepler,CP,227.69,0.863,13.916,4.29263699,291.06293,4.498
6063.0,47.43882,2.8,957.0,Kepler,CP,198.67,1.001,15.44,7.6746614,296.13141,4.47
5346.0,47.628769,1.21,1950.0,Kepler,FP,3419.7,0.725,14.507,0.445275074,297.13327,4.621
3292.0,44.61916,0.78,525.0,Kepler,CP,18.03,0.148,15.92,1.213770423,292.21906,5.215
3292.0,44.61916,0.76,729.0,Kepler,CP,66.14,0.148,15.92,0.453287416,292.21906,5.215
6211.0,45.130852,13.95,985.0,Kepler,FP,222.68,1.284,13.794,10.81013273,294.41245,4.269
3292.0,44.61916,0.66,455.0,Kepler,CP,10.1,0.148,15.92,1.865114193,292.21906,5.215
10816.0,47.996471,22.36,3060.0,Kepler,FP,20728.79,2.493,13.234,3.273699006,288.49948,4.086
5730.0,38.40419,51.86,955.0,Kepler,FP,196.62,1.035,13.361,7.047103499,290.11569,4.417
6184.0,41.420231,35.73,2410.0,Kepler,FP,7972.18,1.038,15.435,0.530300102,299.26038,4.448
5962.0,41.0793,33.01,1794.0,Kepler,FP,2450.63,0.959,15.686,1.073917869,295.16049,4.479
6306.0,41.07589,32.66,1252.0,Kepler,FP,581.11,1.076,14.081,4.206096814,298.47424,4.426
5766.0,41.259911,9.73,706.0,Kepler,FP,58.71,1.077,14.035,19.56313723,297.52863,4.352
6038.0,41.073479,8.88,1400.0,Kepler,FP,906.46,0.922,14.85,2.227718792,298.33893,4.508
5122.0,41.011688,27.21,1646.0,Kepler,FP,1746.78,0.655,15.643,0.591914504,298.20035,4.659
5142.0,42.681549,2.83,437.0,Kepler,CP,8.6,0.755,15.596,36.7704935,286.41,4.602
5142.0,42.681549,2.32,594.0,Kepler,CP,29.53,0.755,15.596,14.58932429,286.41,4.602
5142.0,42.681549,0.86,1589.0,Kepler,CP,1503.79,0.755,15.596,0.764017553,286.41,4.602
4016.0,42.475288,2.19,273.0,Kepler,CP,1.31,0.599,14.995,59.8780258,295.3045,4.658
5310.0,42.390419,2.58,540.0,Kepler,PC,20.15,0.704,15.406,20.51360192,281.60541,4.608
5618.0,48.777641,6.39,409.0,Kepler,CP,6.62,0.897,14.232,74.92768653,283.20917,4.46
5618.0,48.777641,32.6,325.0,Kepler,CP,2.62,0.897,14.232,150.0189511,283.20917,4.46
3883.0,48.774109,1.5,713.0,Kepler,CP,61.24,0.517,15.84,2.613020421,287.85773,4.725
4815.0,49.203812,1.79,1361.0,Kepler,CP,813.3,0.699,14.631,0.927859786,290.95755,4.631
5644.0,48.511082,4.68,298.0,Kepler,CP,1.85,0.969,15.531,205.912735,292.3515,4.457
5761.0,49.479221,1.72,1157.0,Kepler,CP,422.8,1.518,13.438,7.10695741,294.21893,4.091
5640.0,42.005909,1.98,2149.0,Kepler,PC,5056.88,1.233,15.005,0.783276173,292.17859,4.247
5640.0,42.005909,2.09,1348.0,Kepler,PC,780.46,1.233,15.005,3.17405898,292.17859,4.247
5534.0,42.180592,1.76,1425.0,Kepler,CP,974.3,1.08,14.466,2.1395563,291.3905,4.338
5534.0,42.180592,2.96,1088.0,Kepler,CP,330.84,1.08,14.466,4.807103254,291.3905,4.338
4838.0,41.871868,11.64,1087.0,Kepler,CP,330.0,4.361,12.44,21.4054422,293.75836,3.299
4838.0,41.871868,5.68,1378.0,Kepler,CP,852.28,4.361,12.44,10.5007712,293.75836,3.299
5114.0,48.065609,1.38,1131.0,Kepler,CP,387.43,0.878,15.173,2.633852528,291.3909,4.463
5114.0,48.065609,1.21,851.0,Kepler,CP,123.96,0.878,15.173,6.18670882,291.3909,4.463
5576.0,48.294289,1.2,1367.0,Kepler,CP,827.82,0.829,15.587,1.796320953,290.67615,4.503
5576.0,48.294289,1.29,1098.0,Kepler,CP,343.57,0.829,15.587,3.468073,290.67615,4.503
5576.0,48.294289,1.31,919.0,Kepler,CP,168.51,0.829,15.587,5.9142668,290.67615,4.503
5788.0,43.963039,3.11,807.0,Kepler,CP,100.09,1.124,13.837,14.00640392,295.16382,4.323
5993.0,42.437302,2.18,1212.0,Kepler,CP,510.26,0.986,15.934,3.546531809,287.91635,4.489
5993.0,42.437302,2.03,1035.0,Kepler,CP,270.62,0.986,15.934,5.70070626,287.91635,4.489
5296.0,42.424278,2.26,563.0,Kepler,CP,23.82,0.808,15.956,20.8341497,295.76614,4.538
5296.0,42.424278,2.13,808.0,Kepler,CP,100.88,0.808,15.956,7.0556584,295.76614,4.538
4463.0,48.825359,2.11,540.0,Kepler,CP,20.15,0.611,15.415,10.47548084,283.03979,4.677
4463.0,48.825359,2.08,416.0,Kepler,CP,7.09,0.611,15.415,22.92886314,283.03979,4.677
4463.0,48.825359,2.63,277.0,Kepler,CP,1.4,0.611,15.415,77.4740991,283.03979,4.677
5597.0,48.681938,7.79,241.0,Kepler,PC,0.8,0.931,13.46,345.1589354,287.02228,4.515
5616.0,48.580502,2.68,946.0,Kepler,CP,189.35,0.999,15.017,6.88595222,283.20697,4.394
6102.0,42.03537,8.48,415.0,Kepler,PC,6.98,1.016,13.75,99.6442783,292.22839,4.447
6358.0,42.105209,1.88,1460.0,Kepler,FP,1073.04,1.181,14.521,3.125814002,287.14944,4.346
5746.0,43.881168,3.24,1115.0,Kepler,CP,365.53,1.173,13.494,5.660669429,292.3215,4.266
6092.0,42.154289,1.71,857.0,Kepler,FP,127.84,0.998,14.503,10.80487163,292.23724,4.471
6387.0,42.142288,1.98,864.0,Kepler,CP,131.94,1.105,14.2,13.71938426,292.47821,4.41
5576.0,48.294289,1.81,539.0,Kepler,CP,20.03,0.829,15.587,29.2214959,290.67615,4.503
5514.0,48.44355,3.35,513.0,Kepler,CP,16.35,1.071,14.775,44.8520997,290.92746,4.345
5514.0,48.44355,2.88,667.0,Kepler,CP,46.93,1.071,14.775,20.34237838,290.92746,4.345
5657.0,41.909142,3.4,376.0,Kepler,CP,4.75,1.046,13.709,118.3786735,297.11511,4.364
5655.0,47.83461,3.0,730.0,Kepler,CP,66.96,1.354,13.971,23.58444746,285.42429,4.152
5296.0,42.424278,2.11,678.0,Kepler,CP,49.87,0.808,15.956,11.97884409,295.76614,4.538
5296.0,42.424278,1.46,1001.0,Kepler,CP,237.42,0.808,15.956,3.71545593,295.76614,4.538
5296.0,42.424278,1.31,1130.0,Kepler,CP,386.18,0.808,15.956,2.58083264,295.76614,4.538
5650.0,42.725269,1.6,1462.0,Kepler,FP,1076.29,0.876,15.52,1.487084251,281.43735,4.551
5798.0,42.406509,3.04,657.0,Kepler,CP,44.17,0.941,15.368,19.25404023,286.35806,4.507
5616.0,48.580502,1.6,729.0,Kepler,CP,66.72,0.999,15.017,15.0549356,283.20697,4.394
5616.0,48.580502,1.29,1258.0,Kepler,CP,593.23,0.999,15.017,2.92721119,283.20697,4.394
5616.0,48.580502,1.77,534.0,Kepler,CP,19.24,0.999,15.017,38.2856338,283.20697,4.394
5775.0,49.046021,2.08,624.0,Kepler,CP,35.89,0.84,15.65,19.80787763,287.05701,4.558
4798.0,49.451019,1.18,1054.0,Kepler,CP,292.31,0.782,14.782,2.343230566,283.50479,4.533
5248.0,41.878159,5.74,1051.0,Kepler,PC,288.04,2.892,14.898,19.03723442,291.42755,3.523
6520.0,45.05246,34.83,2113.0,Kepler,FP,4705.3,2.26,11.743,2.73987398,283.46991,3.844
5845.0,44.516941,19.91,964.0,Kepler,FP,203.62,0.874,15.359,5.801880653,289.40573,4.541
6004.0,44.683731,1177.65,409.0,Kepler,FP,6.61,0.898,15.252,85.34092607,291.90237,4.522
6113.0,44.712849,45.05,2070.0,Kepler,FP,4332.1,0.995,14.912,0.782045734,290.26767,4.463
5693.0,44.70768,23.23,1982.0,Kepler,PC,3647.63,0.816,15.237,0.576078683,288.70087,4.57
6306.0,48.208542,3.07,1163.0,Kepler,CP,433.41,1.792,13.832,10.1171684,288.85529,4.077
5372.0,48.435371,4.23,817.0,Kepler,CP,105.25,1.71,14.569,19.12947603,285.66269,4.007
6056.0,48.094261,6.63,655.0,Kepler,CP,43.62,2.562,13.498,83.5781976,283.53296,3.788
6110.0,48.431641,2.04,1164.0,Kepler,CP,433.72,1.296,14.706,6.1469956,284.91049,4.285
5991.0,48.144581,1.52,2308.0,Kepler,FP,6715.55,0.954,13.343,0.522457732,286.66568,4.459
5798.0,42.406509,3.88,466.0,Kepler,CP,11.12,0.941,15.368,54.1558384,286.35806,4.507
6290.0,44.035053,14.92,1640.0,Kepler,CP,1708.28,1.746,13.369,3.548465446,299.40701,4.074
5078.0,42.35537,2.08,649.0,Kepler,CP,42.07,0.766,13.536,11.1199028,288.0676,4.581
5073.0,42.47126,1.55,1848.0,Kepler,CP,2760.23,0.853,15.055,0.567856484,286.88727,4.483
5714.0,42.955891,44.2,301.0,Kepler,FP,1.93,1.086,14.695,251.0597249,290.20236,4.34
5758.0,41.56131,16.15,719.0,Kepler,FP,63.16,0.762,13.579,11.70219638,284.45691,4.596
5968.0,48.59972,2.2,516.0,Kepler,CP,16.76,0.881,14.201,40.7150498,295.2887,4.534
5968.0,48.59972,2.18,812.0,Kepler,CP,102.77,0.881,14.201,10.44635944,295.2887,4.534
5814.0,49.23299,1.28,1278.0,Kepler,CP,629.8,0.881,14.271,2.508553286,283.98297,4.523
5814.0,49.23299,1.66,725.0,Kepler,CP,65.24,0.881,14.271,13.75129636,283.98297,4.523
5487.0,44.987228,269.98,4958.0,Kepler,FP,142553.16,10.396,12.686,0.885747456,284.28253,2.816
5203.0,44.492271,28.07,1005.0,Kepler,FP,240.29,0.802,15.736,3.611541977,301.35507,4.504
3980.0,48.349522,1.29,507.0,Kepler,CP,15.59,0.54,13.738,8.041347775,294.12143,4.722
5780.0,44.431679,4.4,1059.0,Kepler,FP,296.94,1.0,12.777,5.082722475,299.07388,4.438
5750.0,44.52869,11.9,398.0,Kepler,PC,5.94,0.882,15.913,78.9257421,291.44522,4.538
5874.0,45.022888,38.93,907.0,Kepler,FP,160.14,1.096,14.039,9.991625291,301.04239,4.338
4986.0,47.881378,4.26,1374.0,Kepler,CP,841.68,3.464,13.242,8.57504983,285.2211,3.462
